Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Financial Data Analyst - Ecommerce,-1,"Global ecommerce firm

Specialized role

About Our Client

Our Client is a global E-commerce company with a growing Finance and Accounting division due to their massive expansion.

Job Description
Data management and automation
Data migration
Data warehousing
Being an Excel wizard
Supporting the finance and accounting division in packaging financial data for analysis
Having deep understanding of finance and accounting terms and where they fit
The Successful Applicant
Having work experience in a Big 4 Accounting firm, especially within their data support division (assurance)
Understanding of finance and accounting processes, terms, and logic
Exceptional excel skills
Prior experience in data automation and warehousing strongly preferred
Must have an experience in data analytic, focusing in financial data
At least 2 years of working experience in similar function
What's on Offer

Please be advised that this is not a Business Analytic/Intelligence job as you will only be dealing with the Finance and Accounting team in regards to their reporting purposes.",3.6,"Michael Page
3.6",Jakarta,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD)
Senior Data Science Trainer,-1,"10 October 17
Location: Jakarta
Requirements
Experience in training for big data platforms – Cloudera, GE, SAS, etc
Experience in developing curriculum and content for training requests
Experience in conducting training need analysis
Graduate from reputable university",3.6,"QSI Recruitment
3.6",Jakarta,201 to 500 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
Big Data Engineer,-1,"Job Responsibilities

Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities
Defining data retention policies
Implementation including loading from disparate data sets, preprocessing using Hive and Pig.
Scope and deliver various Big Data solutions
Ability to design solutions independently based on high-level architecture.
Manage the technical communication between the survey vendor and internal systems
Maintain the production systems (Kafka, Hadoop, Cassandra, Elasticsearch)
Collaborate with other development and research teams
Building a cloud based platform that allows easy development of new applications
Monitoring performance and advising any necessary infrastructure changes

Core Required Skills/Experience:

University degree in Computer Science, Engineering or equivalent preferred
2+ years of experience as a Big Data Engineer or similar role
Proficient understanding of distributed computing principles
Management of Hadoop cluster, with all included services
Ability to solve any ongoing issues with operating the cluster
Proficiency with Hadoop v2, MapReduce, HDFS
Experience with building stream-processing systems, using solutions such as Storm or Spark-Streaming
Good knowledge of Big Data querying tools, such as Pig, Hive, and Impala
Experience with Spark
Experience with integration of data from multiple data sources
Experience with NoSQL databases, such as HBase, Cassandra, MongoDB
Knowledge of various ETL techniques and frameworks, such as Flume
Experience with various messaging systems, such as Kafka or RabbitMQ
Experience with Big Data Machine Learning toolkits, such as Mahout, SparkML, or H2O
Good understanding of Lambda Architecture, along with its advantages and drawbacks
Experience with Cloudera/MapR/Hortonworks",2.9,"HarukaEdu
2.9",Jakarta,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Quantitative Researcher Manager,-1,"10,000,000 IDR ~ 17,000,000 IDR

Jakarta

Education :At least diploma graduate
Language :English must be fluent
Research manager (experience as a researcher in marketing research company for 4-5 years or more
About work仕事内容について

A. RESEARCH PLANNING
Taking client briefs and seek clarifications to understand the objectives clearly
Gathering information & identifying problems regarding client's marketing issues and research objectives
Ensuring that the research objectives are aligned with marketing and business objectives
Converting the brief into a proposal
Anticipating potential problems and providing the solutions in the proposal
Making cost & ensures accurate cost estimates of project
Converting a proposal into complex questionnaire/discussion guides and interviewing stimulus
Checking the quotation, proposal, and questionnaire thoroughly
B.RESEARCH OPERATION MANAGEMENT
Managing all the operations including FW, QC, and DP for both quantitative and qualitative projects
C.ANALYSIS, REPORTING AND DATA HANDLING
Analyzing data and information structure & selecting the best option to visualize them
Checking the table/charts/diagrams produce by the subordinate
Analyzing and interpreting data to identify patterns and developing recommendations to give creative solutions to answer the client's needs
Writing detailed reports
D.STAFF MANAGEMENT
Responsible for developing skill each member of the team to meet standard requirements
Salary

10,000,000 IDR ~ 17,000,000 IDR

Work Location

Jakarta

Requirement
Education :At least diploma graduate
Language :English must be fluent
Experience :
Research manager (experience as a researcher in marketing research company for 4-5 years or more

English Level

Business Level

Other Language

None

Benefit

-",3.2,"Reeracoen Indonesia
3.2",Jakarta,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
Data Analyst Senior Lead (Fintech),-1,"Job Description:

Construct and implement strategic decisions to improve the processes efficiency and effectiveness of the data analyst team
Builds detailed operational plans to develop a high-performing culture
Develops metrics, team systems, and processes for continuous improvement
Assesses team success and addresses problems
Leads a team of data analyst leads to improve their leadership capabilities and guide their leadership direction, improving their ability to think in a more strategic business level
Work with the principal of data analysis to solve complex data analysis problematics
Builds working and collegial relationships at all organizational levels, and leverages those relationships to ensure best outcomes for the unit/organization
Identify potential issues and improvements that can be made and organise actions with upper management
Develop a high-performance and collaborative culture
Ensure that the data analysis approach of Tokopedia is on track with the latest global trends of analytics

Requirements:

A Bachelor’s Degree required.
6+ years of Data analytics experience.
Expert in one or more machine learning or statistics tools such as R, Stata, Python and various libraries for other programming languages
Advanced knowledge of data mining and analytic methods such as Clustering / Cluster Analysis, Factor Analysis,
Regression Models, Logistic Regression, Predictive Modelling, optimization models, etc.
Familiarity with Deep Learning
Knowledge of Real-time Analytics methods
Will have setup and managed methods to evaluate complex investments especially in the technology space
4+ years in a managerial position",4.3,"Tokopedia
4.3",Indonesia,1001 to 5000 Employees,2009,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Head of Data Science,-1,"Proven work experience in machine learning and automation

Degree in Statistics, Mathematics, Econometrics, Operation Research, Computer Science or equivalent

Strong statistical knowledge - ideally having utilized the knowledge for industry

Experience solving prediction, classification, reinforcement problems using applied statistics & machine learning

Experience with Data Science / scripting / programming tools, including but not limited to Python, R or SQL",4,"Zenius Education
4.0",Jakarta,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Scientist or Engineer,-1,"Scientist or Engineer

LOCATION: Open | PRACTICE: Open

We are seeking a full-time Scientist or Engineer to work in multidisciplinary teams on a variety of challenging environmental investigations, providing a unique opportunity for professional development and mentorship.

Responsibilities
Assisting with data preparation activities such
as organizing, tracking, and summarizing environmental data sources
Participating in environmental sample collection
activities
Participating in data and regulatory analysis in
support of soil, groundwater, and sediment quality projects
Assisting with technical writing and data
presentation for reports.
Qualifications
Bachelor’s or master’s degree in the natural life, environmental, or geological sciences or environmental, civil, geotechnical, or related engineering field
0–3 years of experience
Strong oral and written communication skills
Strong quantitative skills
Good working knowledge of environmental science and chemistry
Experience with Microsoft® Office programs
A desire to grow intellectually and professionally.
Competitive salary is commensurate with experience. Integral Consulting Inc. provides an exceptional benefits package with company-subsidized insurance, and an exciting work environment with opportunities for significant professional growth.

All offers of employment are contingent on candidates passing a background screening that includes employment history, criminal background, Federal Watch List, a drug and alcohol screening, and, if applicable, a degree verification. Candidates will receive a written notice of this requirement. All screenings will be done in accordance with all local, state, and federal laws.

We are proud to be an equal employment opportunity employer and are committed to a proactive program of affirmative action and diversity development.

Integral Consulting Inc. provides equal opportunity in all of our employment practices to all qualified employees and applicants without regard to race; color; religion; gender (including pregnancy, childbirth, or related medical conditions); national origin; age; sexual orientation; disability; marital status; military, veteran, or Vietnam Era Veterans’ Readjustment Assistance Act protected veteran status; gender identity or gender expression; or any other category protected by federal, state, and local laws. The “EEO is the Law” poster can be viewed Here.",3.9,"Integral Consulting
3.9",Open,51 to 200 Employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Engineer Python (Remote),-1,"Company Description

We are a cloud-based enterprise management system for professional services such as law, accounting, consulting, engineering and architecture firms. Our system allows our users to have a seamless document, case and client management all in one place.

Job Description

Write and maintain data migration scripts to migrate data from our customers’ databases (e.g. Oracle on-prem) to our own databases (Postgres on the cloud).

Check and ensure all data is imported correctly and accurately.

Develop and define test & deployment strategies not limited to best practice, processes, and standards on technical documentation outlining process, technical support and knowledge base.

Work closely with our customers for data migration.

Qualifications

Great written and spoken English proficiency

Proven experience in Python

Proficient in working with Oracle and Postgres databases

Knowledge of Docker and AWS (EC2, S3, RDS) or equivalent

Expertise in managing a Kubernetes cluster is a huge plus

Experience in Javascript is a huge plus

Experience in data migration in enterprise-level software including accounting databases is preferred.

Additional Information

Benefits:

Competitive salary

Work from anywhere!",-1,Skilledd,Jakarta,-1,-1,-1,-1,-1,-1
Data Engineer Python (Remote),-1,"Company Description

We are a cloud-based enterprise management system for professional services such as law, accounting, consulting, engineering and architecture firms. Our system allows our users to have a seamless document, case and client management all in one place.

Job Description

Write and maintain data migration scripts to migrate data from our customers’ databases (e.g. Oracle on-prem) to our own databases (Postgres on the cloud).

Check and ensure all data is imported correctly and accurately.

Develop and define test & deployment strategies not limited to best practice, processes, and standards on technical documentation outlining process, technical support and knowledge base.

Work closely with our customers for data migration.

Qualifications

Great written and spoken English proficiency

Proven experience in Python

Proficient in working with Oracle and Postgres databases

Knowledge of Docker and AWS (EC2, S3, RDS) or equivalent

Expertise in managing a Kubernetes cluster is a huge plus

Experience in Javascript is a huge plus

Experience in data migration in enterprise-level software including accounting databases is preferred.

Additional Information

Benefits:

Competitive salary

Work from anywhere!",-1,Skilledd,Jakarta,-1,-1,-1,-1,-1,-1
Data Engineer Python (Remote),-1,"Company Description

We are a cloud-based enterprise management system for professional services such as law, accounting, consulting, engineering and architecture firms. Our system allows our users to have a seamless document, case and client management all in one place.

Job Description

Write and maintain data migration scripts to migrate data from our customers’ databases (e.g. Oracle on-prem) to our own databases (Postgres on the cloud).

Check and ensure all data is imported correctly and accurately.

Develop and define test & deployment strategies not limited to best practice, processes, and standards on technical documentation outlining process, technical support and knowledge base.

Work closely with our customers for data migration.

Qualifications

Great written and spoken English proficiency

Proven experience in Python

Proficient in working with Oracle and Postgres databases

Knowledge of Docker and AWS (EC2, S3, RDS) or equivalent

Expertise in managing a Kubernetes cluster is a huge plus

Experience in Javascript is a huge plus

Experience in data migration in enterprise-level software including accounting databases is preferred.

Additional Information

Benefits:

Competitive salary

Work from anywhere!",-1,Skilledd,Jakarta,-1,-1,-1,-1,-1,-1
Senior Data Analyst,-1,"Data Analyst responsibilities are:


Bachelor's Degree in Computer Science, Engineering, Statistics, Mathematics, Information Management or equivalent
At least 3-4 years in a data analyst position, preferably working as a Data Analyst in a fast-paced and dynamic business setting
Strong analytical and planning skills
Have basic knowledge of SQL, and preferably experience business intelligence tools (Excel, R, Python, etc) and data visualization tools (Tableau, etc)
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Willing work at Sunter, Jakarta Utara


Data Analyst requirements are:
Investigate anomalies in our data and operations
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data by reviewing computer reports and performance indicators to locate and correct code problems
Doing data selection & preparation and data analysis using different data mining method such as clustering, classification, regression, association rules, etc
Interpret data, analyze results using statistical techniques and provide ongoing reports
Importing, cleaning, transforming, validating or modeling data with the purpose of understanding or making conclusions from the data for decision making purpose",-1,Paper.id,Jakarta,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD)
Sr Data Engineer Platform,-1,"Kerja di Tunaiku
Lowongan Kerja",4.1,"Tunaiku
4.1",Jakarta,51 to 200 Employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable
Principal Machine Learning Engineer (AI Solution Architect),-1,"Experience to lead in a fast-paced industry

Empowerment to build new initiatives

About Our Client

Our client is a leading tech-based Startup who has strong vision in developing their new product and project releases. Having a strong foundation in data organisation, they are aiming to expand further by gathering experts from different industries in order to develop new and unique initiatives this year.

Job Description
Partnering with upper management, cross division leaders and engineers in order to solve business and technology problems using integrated ML/AI implementation
Progressive knowledge in the area of Data Science, Machine Learning, or Applied Science
Leading a team to gather, manage and scrub data collected from various ad and analytic platforms, to be used as training and test data to develop the ML Systems
Design architecture and related technical documentations
Monitor and maintain ML services in daily operations
The Successful Applicant
4+ years' experience in delivering machine learning solutions, software architecture and engineering
Bachelor's degree or above in analytical field (Mathematics, Statistics, Engineering, Computer Science, etc.)
Excellent understanding of machine learning techniques, algorithms and designing technical solutions
Experience building machine learning pipeline (operations) until implementation
Savvy in ML frameworks and libraries (Tensorflow, PyTorch)
Solid understanding on Cloud computing tools, preferably Google Cloud Platform
Solid proficiency in data processing (batch/stream), programming (Python/Java)
What's on Offer
Experience to lead in a fast-paced industry
Sense of ownership and empowerment to build new initiatives
Competitive benefits",3.6,"Michael Page
3.6",Jakarta,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD)
Senior Data Engineer,-1,"Company Description
10th Magnitude is a technology services firm helping businesses achieve transformation through cloud technologies. We are market leaders in leveraging the power Microsoft Azure to accelerate innovation speed, operational agility and customer responsiveness for clients around the globe. As one of the top Microsoft Azure partners in the US we specialize in Azure Migration, Cloud-Scale Custom Application Development, Internet of Things, Analytics and DevOps achieved through Azure-Enabled Infrastructure Automation. A member of the Microsoft Azure Partner Advisory Council and a Gold Cloud Platform Microsoft partner, 10th Magnitude is headquartered in Chicago and rapidly expanding across the central US.


Job Description:
A Data Engineer works within a team and drives high priority customer initiatives on Azure in collaboration with customers and the Microsoft field focused on Data information management and Analytics in the cloud.

The Data Engineer will drive high priority customer initiatives, leveraging Azure data services to solve the biggest and most complex data challenges faced by 10th Magnitude's enterprise customers. This a customer facing role, accountable for the end-to-end customer deployment and usage for solutions focused around Azure data services.
What you will be doing:
Providing solutions using the full stack of Azure Data Services
Partnering with our clients to educate and influence them by selecting the right data platform
Document and share technical best practices / insights with Engineering teams and the solution architect community
Required Experience:
4+ years of Azure Data Services with emphasis on Azure Data Factory, Azure Synapse Analytics, Azure SQL PaaS services, Azure Data Lake, and Azure Databricks
1+ years of data visualization with Power BI or similar
Knowledge of real time/stream analytics solutions for Enterprise
Problem-solving mentality leveraging internal and/or external resources
Excellent verbal and written communication
Other Preferred Experience (but not required):
Real world experience using Python (Client side and server side, and data processing/machine learning)
Other Azure Specific Data products & services: Machine Learning Studio, Stream Analytics, Event/IoT Hubs, and Cosmos
Architecting Lambda or Kappa solutions
Experience with 3rd Party IaaS and PaaS Services such as: SnowFlake, Apache druid, Delta Lake
Machine Learning and AI",4.6,"10th Magnitude
4.6",Open,1 to 50 Employees,2010,Company - Private,IT Services,Information Technology,$5 to $10 million (USD)
Metocean Data Analyst,-1,"Job Description

Roles and Responsibilities

• Processing and analysing a variety of data from measurements and numerical model hindcasts.
• Undertaking detailed statistical analyses of datasets.
• Deriving metocean criteria.
• Report preparation and writing.

Requirements

• A degree in oceanography, meteorology, ocean engineering or related field is essential.
• A MSc or PhD title is desirable.

Desirable Experience/Knowledge

• Knowledge of oceanic and atmospheric physics.
• Knowledge of processing raw datasets from metocean instruments
• Knowledge of statistical analyses of metocean parameters.
• Experience to use and write programming scripts in MATLAB and Python.
• Experience in conducting metocean consultancy studies to support Industry requirements.
• Experience in numerical modelling for hindcast and forecast applications, including data assimilation
• Experience in project management or client liaison

We offer:

As the world’s largest integrator of geotechnical, survey, subsea and geosciences services, we offer talented individuals almost unlimited growth potential.

As a Fugro employee, you will get to work with talented people on a global scale who contribute as a team to our corporate strategy. Additionally, you will have access to ongoing training and development which will sharpen your skills and broaden your knowledge and abilities.

This combination of experience, ongoing training and development, and working with great people will allow you to grow your career and explore new opportunities with Fugro around the globe.

How to apply?

If you are interested in this role we look forward to discussing this opportunity with you. Please click on our ‘apply’ button and upload your resume and cover letter.

Disclaimer for recruitment agencies:

Fugro does not accept any unsolicited applications from recruitment agencies. Acquisition to Fugro Recruitment or any Fugro employee is not appreciated .",3.4,"Fugro
3.4",Jakarta,10000+ Employees,1962,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
"Biz Dev, Data Analyst",-1,"Description:
FinAccel (the parent company of Kredivo) is looking for an experienced marketing data analyst to support data analytics needs for the marketing function. The Business Development Data analyst is responsible for tracking and analysis for key metrics and KPIs for the sales and business development function. This person will be working closely with various business units, namely marketing, product and data engineering to support the data needs of the biz dev team.
Responsibilities:
Monitoring and tracking of key metrics and KPIs like GMV growth, promo spend efficiency, sales channel performance, new merchant acquisitions etc.Support data insights and monthly reporting for performance reviews with key online and offline merchantsProvide data insights for measuring performance of and optimization of key online and offline sales channelsMonitor budget distribution and performance of promotion spends with key online and offline merchantsWork closely with product, sales and marketing teams to identify opportunities for GMV growth and customer acquisition
Requirements:
Bachelor’s Degree with GPA minimum 3.0, preferably in quantitative subject (i.e. Computer Science, Engineering, Economics, or Mathematics).Minimum 2 years’ experience as Biz dev Analyst/ Data Analyst preferably in ecommerce businessExcellent analytical skills. You need to be comfortable with data – Analyze it, question its validity, interpret it, and develop recommendations based on itAdvanced knowledge of SQL and proficiency in excel required, Python skills will be big plusComfortable working in a dynamic and fast-paced environment.Conversational ability in English required",4,"FinAccel
4.0",Jakarta,51 to 200 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
IT Data Analyst,-1,"Tugas / Tanggung Jawab :

Melakukan Kegiatan IT Support dan Data Analyst
Memproses permintaan data dari user setelah mendapat persetujuan dari Direksi.
Mengecek apakah cashflow report rutin harian/ mingguan/ bulanan sudah jalan sesuai schedulenya atau belum.
Membantu user memperbaiki cashflow report bila ada data yang salah/ tidak sesuai.
Berdomisili di Padang

Kualifikasi / Persyaratan :

Pria dan Wanita
Max. 26 th.
Min. D3/S1 Sistem Informasi/Teknik Informatika.
Pengalaman di Bidangnya Min. 1 Tahun
Fresh Graduate Wellcome",-1,PT Surya Asia Gemilang,Padang,-1,-1,-1,-1,-1,-1
Senior Data Engineer,-1,"Team:

Grab Data Warehouse team is looking for experienced data engineers to design and enhance our data warehouse systems. Grab has been growing rapidly and expanding into multiple lines of businesses over the past few years. Grab data warehouse team is responsible for developing business intelligence systems using data from all lines of businesses in order to provide business insights to key stakeholders across the company.

Get to know the role:

The Data Engineer plays a key role within the data warehouse team in developing data warehouse system, working closely with stakeholders from multiple lines of business (LOBs).
Day to day responsibilities for Data Engineer includes but is not limited to

Participate in all aspects of developing a data warehouse system. Design, develop, test, deploy and support scalable and flexible data warehouse system that can integrate with multiple LOBs

Liaison with Product, Business, Design and Engineering stakeholders to define and review technical specifications

Design and implement scripts, ETL jobs, data models, etc.

Provide horizontal, organisational-wide visibility through metric measurements and insights regionally across different functions and teams

Develop and uphold best practices with respect to change management, documentation and data protocols

Identify system and application metrics, develop dashboards and setup alerts for metrics and thresholds

Participate in technical and product discussions, code reviews, and on-call support activities

What are we looking for:

Bachelor degree in Analytics, Data Science, Mathematics, Computer Science, Information Systems, Computer Engineering, or a related technical field

At least 3-4 years of experience developing Data warehouse and Business Intelligence solutions

Sound knowledge of data warehousing concepts , data modelling/architecture and SQL

Ability to work in a fast-paced agile development environment

Knowledge of programming languages such as Java, Scala, Python, etc.

Understanding of performance, scalability and reliability concepts

Experience with relational as well as NoSQL data stores

Experience with Big Data frameworks such as Hadoop, Spark, etc.

Experience with Stream processing technologies such as Kafka, Spark streams, etc.

Experience with performance tuning & query optimization of data warehouse systems

Experience with Cloud technologies such as Azure, AWS, etc. would be nice to have

Ability to drive initiatives and work independently

Team player who can liaison with various stakeholders across the organization

Excellent written and verbal communication skills in English",3.9,"Grab Taxi
3.9",Jakarta,5001 to 10000 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
Underwriting Senior Data Analyst (up to AVP/VP Level),-1,"Minimum Qualifications
Education background: Mathematics, physics, engineering
Experience min 5 years in Credit Risk, Scoring department, Data science from Banking or Financial Services.
Have experience in Underwriting customers (prepare approval strategies, identify segments of the clients)
Min 2 years’ experience of managing 3-5 people
Strong knowledge in statistic, SQL, scoring, Excel (pivot tables, analytical tools)
Analytical thinking, able to communicate and explain data in understandable way
Able to present on C-level meeting
Ready to prepare analytics by herself/himself (starting from querying data finishing with presenting results)
Be able to develop team: explain tasks, coach and teach team how to prepare analysis, backup them with tasks and do cross-check
Able to work independently
Job Description
Lead and manage Analyst team to ensure all reports (weekly, monthly) under area of responsibility are properly prepared
Provide regular report, adjust UW strategy, ad hoc analysis and ensure everything is delivered within timeline
Conduct ad hoc analysis & give guidance to analysts to improve their logic and analysis ability (mostly using SQL script)
Review reports performance & conduct improvement process whenever necessary to ensure all regulatory reports are submitted accurately and on time
Propose new change in UW in order to achieve higher AR and lower risk and supervise implementation of UW changes itself
Be single point of contact for HQ for any questions related to assigned portfolio",3.7,"Home Credit Indonesia
3.7",Jakarta,10000+ Employees,1997,Company - Private,Lending,Finance,$500 million to $1 billion (USD)
Business Intelligence Analyst,-1,"Maintain and supervise various operational reports & reports distribution in the Company.
Helping to create and build new initiatives on the reporting that provide insights to the business and ensure every key drivers is trackable.
Helping troubleshoot on any problem related to the reporting and ability to communicate it well to other departments including technology team.
Ensure data accuracy, timely delivery, and attention to detail in the report, whether it is ad-hoc report or periodic report.
Collaborate with different departments in the Company to help analyze pattern, identify various business key drivers, and insights for business.

Candidate must possess at least Bachelor's Degree in any field.
Required language(s): Bahasa Indonesia, English
At least 3 Year(s) of working experience in the related field is required for this position.
Preferably Supervisor/Coordinator specialized in Banking/Financial Services or equivalent.
Ability to analyze raw data and turn it into actionable business insights and recommendations.
Positive, self-starter, motivated, ability to work in a team and collaborate with many different departments in the company.
Excellent verbal and written communication skill.
Proficiency in Ms. Excel is required, ability to develop Excel macro is preferred.
Ability on data visualization skill is a plus (eg: Tableau, Power BI).",2,"CekAja.com
2.0",Jakarta,51 to 200 Employees,2013,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable
Senior Data Engineer,-1,"About the Data Engineer position

We are looking for a Data Engineer who will be responsible for developing, testing, improving and maintaining new and existing databases to help users retrieve data effectively. You will have to ensure our database systems run effectively and securely on a daily basis.

You should be apt for productive collaboration with the development team, as well as administrators and clients, to ensure system consistency, provide technical support and identify new requirements. You should also be organized and communicative.

Responsibilities :

Create and support stable, reliable and effective databases

Update databases according to requests and perform tests

Troubleshoot database usage issues and malfunctions

Get user requirements and identify new features

Collaborate with developers to improve applications and establish best practices

Optimize and maintain legacy systems

Create technical and training manuals and support users

Explore new database products, services and protocols and make suggestions of their usage

Ensure all database programs meet company and performance requirements

Requirements :

8+ years of experience working on a Data Engineer position

Sound knowledge in data structures

Working knowledge in one T-SQL

Ability to work using Linux Commands Line

Must have : Any programming language (Scala/Python/Java), Apache Spark, any RDBMS, any No-SQL db

Good to have : Apache NiFi, AWS Athena, S3, Glue, knowledge of any cloud service (AWS/Azure/GCP), any Stream/Queues sourced such as Apache KAFKA or RMQ (RabbitMQ), Knowledge of hadoop, hive",4,"Kargo Technologies
4.0",Jakarta,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Analyst / Business Intelligence,-1,"Work closely with key leaders in a lean team

Fast-growing startup environment

About Our Client

Our client is a leading and fast growing tech startup backed by Sequoia, with B2B and B2C business model in a fast growing Automotive industry that has been very popular and trending upwards. Matured through GK-Plug and Play accelator program, they were established in 2018 yet have become widely known and accepted in the market.

Job Description
Ownership on multiple work streams related to business intelligence and data analysis projects, with data analysis tools (Python, R, SQL, VBA, Excel)
Perform detailed data analysis across multiple data sources to meet management requirements
Identify patterns and trends in data sets, define new data collection and analysis processes.
Partnering with tech and business team on data-driven decision making strategy
The Successful Applicant
2-3 years of experience in data analysis / business intelligence / data engineer roles
Solid technical skills in python, SQL, VBA, Excel, Google Sheets, Tableau etc
Proven skills in storytelling from numbers to business
Detail-oriented and data-driven, with good interpersonal and communication skills
Logical thinking and strong problem solving skills
Background in fast growing industries, tech startup (e-commerce, automotive) is a plus
What's on Offer
Work closely with seasoned key leaders in a lean team
Fast-growing startup environment
Flexible hours and competitive benefit",3.6,"Michael Page
3.6",Jakarta,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD)
Customer Analytics Manager,-1,"13 November 17
Location: Jakarta
Requirements
Minimum Bachelor Degree in information technology or other related field
Minimum 5 years of working experience in managing customer analysis or customer relationship management
Good technical skills in doing customer data analysis and data management in order to provide solutions and insight related to company business process and improvement
Able to communicate in English, hard worker, loves challenges, detail oriented and good analytical thinking",3.6,"QSI Recruitment
3.6",Jakarta,201 to 500 Employees,-1,Company - Public,-1,-1,Less than $1 million (USD)
