search_title,similar_titles,similar_skills
Network+Management+Specialist,"[Network Administrator, Network Technician, Network Manager, Management Consultant, Management Analyst, Change Management Analyst, Change Management Lead, Change Management Consultant, Network Systems Administrator, Network Engineer]","[Network engineering, Network design, Network operations, Network monitoring, Network security]"
Network+Manager,"[Network Administrator, Network Technician, Network Manager, Management Consultant, Management Analyst, Change Management Analyst, Change Management Lead, Change Management Consultant, Network Systems Administrator, Network Engineer]","[Network engineering, Network design, Network operations, Network monitoring, Network security]"
Network+Planner,"[Network Specialist, Network Engineer, Network Analyst, Network Support, Network Administrator, Network Technician, Network Architect, Network Systems Administrator, Network Manager, Technical Support Engineer]","[Switches, WAN, Network design, Network engineering, Network management]"
Network+Security+Engineer,"[Network Security Engineer, Security Engineer, Security Analyst, Security Specialist, Security Consultant, Security Architect, Cybersecurity Analyst, Cybersecurity Engineer, IT Security Engineer, Security Administrator]","[Network forensics, Network engineering, Security engineering, Security analysis, Firewall]"
Network+Security+Jobs,"[Network Security Engineer, Security Engineer, Security Analyst, Security Specialist, Security Consultant, Security Architect, Cybersecurity Analyst, Cybersecurity Engineer, IT Security Engineer, Security Administrator]","[Network forensics, Network engineering, Security engineering, Security analysis, Firewall]"
Network+Systems+Operator,"[Systems Administrator, Network Systems Administrator, Linux System Administrator, IT Systems Administrator, Windows Administrator, AIX Administrator, Linux Administrator, Server Administrator, Network Administrator, ServiceNow Administrator]","[Linux administration, Unix administration, Network management, Systems engineering, Software administration]"
Networking+Jobs,"[Network Specialist, Network Engineer, Network Analyst, Network Support, Network Administrator, Network Technician, Network Architect, Network Systems Administrator, Network Manager, Technical Support Engineer]","[Switches, WAN, Network design, Network engineering, Network management]"
Networking+Specialist,"[Network Specialist, Network Engineer, Network Analyst, Network Support, Network Administrator, Network Technician, Network Architect, Network Systems Administrator, Network Manager, Technical Support Engineer]","[Switches, WAN, Network design, Network engineering, Network management]"
Object+Oriented+Programmer,"[Entry Level Developer, PHP Developer, PHP Web Developer, .Net Developer, C++ Developer, C# Developer, Java Developer, Developer, Python Developer, WPF Developer]","[Software development, Software engineering, Software design, OOD, OOAD]"
Oracle+Database+Analyst,"[Oracle DBA, Oracle Developer, Oracle Database Developer, Oracle Apps DBA, Oracle PL SQL Developer, Oracle Application Developer, Oracle EBS Developer, Oracle SOA Developer, Oracle Apex Developer, SOA Administrator]","[PL/SQL, Oracle Developer, Oracle Applications, Toad, Database]"
Oracle+Database+Jobs,"[Oracle DBA, Oracle Developer, Oracle Database Developer, Oracle Apps DBA, Oracle PL SQL Developer, Oracle Application Developer, Oracle EBS Developer, Oracle SOA Developer, Oracle Apex Developer, SOA Administrator]","[PL/SQL, Oracle Developer, Oracle Applications, Toad, Database]"
Oracle+Database+Manager,"[Oracle DBA, Oracle Apps DBA, DBA, Interface Engineer, Mongo DBA, Oracle Database Developer, SQL DBA, Oracle Developer, MySQL DBA, Sybase DBA]","[Oracle Data Guard, Oracle RMAN, RAC, Lead Oracle DBA, Oracle Grid Control]"
Oracle+DBA,"[Oracle DBA, Oracle Apps DBA, DBA, Interface Engineer, Mongo DBA, Oracle Database Developer, SQL DBA, Oracle Developer, MySQL DBA, Sybase DBA]","[Oracle Data Guard, Oracle RMAN, RAC, Lead Oracle DBA, Oracle Grid Control]"
Oracle+Developer,"[Oracle Developer, Oracle PL SQL Developer, Oracle EBS Developer, Oracle Application Developer, Oracle Database Developer, PL SQL Developer, DBA, ODI Developer, ERP Developer, Oracle SOA Developer]","[PL/SQL, Oracle Reports, SQL*Loader, Oracle Designer, Oracle Workflow]"
Oracle+Jobs,"[Oracle DBA, Oracle Developer, Oracle Database Developer, Oracle Apps DBA, Oracle PL SQL Developer, Oracle Application Developer, Oracle EBS Developer, Oracle SOA Developer, Oracle Apex Developer, SOA Administrator]","[PL/SQL, Oracle Developer, Oracle Applications, Toad, Database]"
Penetration+Tester,"[Penetration Tester, Application Security Engineer, Tester, QA Tester, QA Analyst, IT Security Engineer, Automation Tester, Manual Tester, Cybersecurity Engineer, Security Engineer]","[Metasploit, WebInspect, Social engineering, Nmap, OSCP]"
Peoplesoft+Jobs,"[PeopleSoft Developer, PeopleSoft Consultant, PeopleSoft Administrator, Techno Functional Consultant, Functional Analyst, Functional Consultant, Technical Consultant, Financial Consultant, Talent Acquisition, ERP Developer]","[PeopleTools, PeopleCode, PS Query, PeopleSoft Application Engine, PeopleSoft AWE]"
PHP+Developer,"[PHP Developer, PHP Web Developer, Full Stack PHP Developer, Drupal Developer, WordPress Developer, LAMP Developer, Web Developer, Full Stack Web Developer, Backend Developer, Full Stack Developer]","[LAMP, MySQL, Apache HTTP Server, MAMP, phpMyAdmin]"
PHP+Jobs,"[PHP Developer, PHP Web Developer, Full Stack PHP Developer, Drupal Developer, WordPress Developer, LAMP Developer, Web Developer, Full Stack Web Developer, Backend Developer, Full Stack Developer]","[LAMP, MySQL, Apache HTTP Server, MAMP, phpMyAdmin]"
PL+SQL+Developer,"[Oracle PL SQL Developer, PL SQL Developer, Oracle Developer, Oracle Apex Developer, Oracle Application Developer, Oracle Database Developer, Oracle EBS Developer, ETL Developer, Oracle DBA, ODI Developer]","[Oracle, Oracle Developer, Stored procedures, SQL*Loader, SQL*Plus]"
Platform+Architect,"[Architect, Java Architect, Solution Architect, Salesforce Architect, .Net Architect, Lead Architect, Big Data Architect, Enterprise Architect, UI Architect, SharePoint Architect]","[Architect, Implementation, Software architecture, Software design, Integration]"
Platform+Engineer,"[Engineering Manager, Director Engineering, Engineering Technician, Engineer, DevOps Engineer, Service Engineer, Mechanical Design Engineer, Infrastructure Engineer, Solutions Engineer, Platform Engineer]","[Engineer, Email, Verification and validation, Compliance, QA]"
Portal+Administrator,"[WebSphere Administrator, Middleware Administrator, Web Administrator, Web Analyst, Server Administrator, SOA Developer, Technology Lead, Developer II, Developer, Frontend Developer]","[Web portals, SAP NetWeaver Portal, Enterprise portal, NWDS, SAP EP]"
Portal+Architect,"[Architect, Java Architect, Solution Architect, Salesforce Architect, .Net Architect, Lead Architect, Big Data Architect, Enterprise Architect, UI Architect, SharePoint Architect]","[Architect, Implementation, Software architecture, Software design, Integration]"
Printer+Technician,"[Service Technician, Desktop Support Technician, Installation Technician, Field Service Technician, Field Service Technician I, Repair Technician, Lab Technician, Maintenance Technician, Datacenter Technician, Test Technician]","[Repair, Field Technician, Hand tools, Service Technician, Desktop Support Technician]"
Program+Architect,"[Architect, Java Architect, Solution Architect, Salesforce Architect, .Net Architect, Lead Architect, Big Data Architect, Enterprise Architect, UI Architect, SharePoint Architect]","[Architect, Implementation, Software architecture, Software design, Integration]"
Programming+Jobs,"[Software Development, Software Development Manager, Director Software Development, Software Development Lead, Software Development Project Manager, Developer III, Developer II, Developer I, Software Sales, Director]","[Software engineering, Software design, Software architecture, SDLC, Computer science]"
Rails+Jobs,"[Ruby Developer, Backend Developer, Director Engineering, Full Stack Developer, CTO, Lead Developer, Developer, Principal Developer, Platform Engineer, Web Developer]","[RSpec, Ruby, PostgreSQL, Sinatra, Redis]"
Release+Coordinator,,
Release+Engineer,"[Release Engineer, Build Release Engineer, Release Manager, Engineering Manager, Director Engineering, Engineering Technician, DevOps, Build Engineer, DevOps Engineer, TFS Administrator]","[Software release life cycle, NAnt, AccuRev, IBM Build Forge, Release management]"
Release+Manager,"[Release Manager, Release Engineer, Build Release Engineer, Management Analyst, Management Consultant, Change Management Analyst, Change Management Lead, Change Management Consultant, TFS Administrator, Build Engineer]","[Software release life cycle, Release engineering, Scrum master, IBM Build Forge, Build automation]"
Release+Specialist,,
Report+Programmer,"[Reporting Analyst, Data Reporting Analyst, Report Developer, Report Writer, Cognos Developer, Crystal Reports Developer, BI Analyst, BI Developer, Business Objects Developer, MicroStrategy Developer]","[Microsoft Excel, Documentation, Communication skills, Business requirements, Metrics]"
Reporting+Analyst,"[Reporting Analyst, Data Reporting Analyst, Report Developer, Report Writer, Cognos Developer, Crystal Reports Developer, BI Analyst, BI Developer, Business Objects Developer, MicroStrategy Developer]","[Microsoft Excel, Documentation, Communication skills, Business requirements, Metrics]"
Reporting+Coordinator,"[Reporting Analyst, Data Reporting Analyst, Report Developer, Report Writer, Cognos Developer, Crystal Reports Developer, BI Analyst, BI Developer, Business Objects Developer, MicroStrategy Developer]","[Microsoft Excel, Documentation, Communication skills, Business requirements, Metrics]"
Reporting+Jobs,"[Reporting Analyst, Data Reporting Analyst, Report Developer, Report Writer, Cognos Developer, Crystal Reports Developer, BI Analyst, BI Developer, Business Objects Developer, MicroStrategy Developer]","[Microsoft Excel, Documentation, Communication skills, Business requirements, Metrics]"
Requirements+Analyst,"[Requirements Analyst, Business Analyst, System Engineer III, Engineer, Systems Engineer, Finance Manager, Associate Director, Software Systems Engineer, Web Analyst, Financial Analyst]","[Functional requirements, Requirements elicitation, Acceptance testing, SDLC, Microsoft Visual C#]"
Requirements+Manager,"[Requirements Analyst, Management Consultant, Management Analyst, Change Management Analyst, Change Management Lead, Change Management Consultant, Lead Business Analyst, Business Analyst, Systems Engineer, Healthcare Business Analyst]","[Requirements traceability, IBM Rational DOORS, Jama, Requirements engineering, Enterprise analysis]"
Ruby+on+Rails+Developer,"[Ruby Developer, Backend Developer, Director Engineering, Full Stack Developer, CTO, Lead Developer, Developer, Principal Developer, Platform Engineer, Web Developer]","[RSpec, Ruby, PostgreSQL, Sinatra, Redis]"
Scientific+Programmer,"[Software Development, Software Development Manager, Director Software Development, Software Development Lead, Software Development Project Manager, Developer III, Developer II, Developer I, Software Sales, Director]","[Software engineering, Software design, Software architecture, SDLC, Computer science]"
Scrum+Jobs,"[ScrumMaster, Agile Coach, Agile Project Manager, Product Owner, Project Manager, Technical Project Manager, Technical Delivery Manager, IT Project Manager, Delivery Lead, Software Development Manager]","[Agile, Scrum master, User stories, Kanban, Scrumban]"
Scrum+Master,"[ScrumMaster, Agile Coach, Agile Project Manager, Project Manager, Product Owner, Delivery Lead, Technical Delivery Manager, IT Project Manager, Technical Project Manager, Data Manager]","[Agile coaching, Scrum, Agile management, Scrumban, User stories]"
Security+Administrator,"[Security Administrator, Security Analyst, Management Consultant, Cybersecurity Manager, Security Engineer, Management Analyst, Security Architect, Cybersecurity Analyst, Security Specialist, Network Security Engineer]","[Security analysis, IT security audit, SAP Security, Information security, Netwitness]"
Security+Architect,"[Security Architect, Cybersecurity Architect, Security Engineer, Security Specialist, IT Security Engineer, Security Analyst, Cybersecurity Consultant, Cybersecurity Engineer, Security Consultant, Application Security Engineer]","[Information security, CISSP, Penetration testing, Security analysis, Threat modeling]"
Security+Auditor,"[Security Engineer, Security Analyst, Security Architect, Cybersecurity Analyst, Security Consultant, Network Security Engineer, Security Specialist, Cybersecurity Engineer, Security Administrator, IT Security Analyst]","[Security management, Infrastructure, System security, Intrusion detection, Troubleshooting]"
Security+Developer,"[Security Engineer, Security Analyst, Security Architect, Cybersecurity Analyst, Security Consultant, Network Security Engineer, Security Specialist, Cybersecurity Engineer, Security Administrator, IT Security Analyst]","[Security management, Infrastructure, System security, Intrusion detection, Troubleshooting]"
Security+Engineer,"[Security Engineer, Engineering Manager, Director Engineering, Engineering Technician, IT Security Engineer, Network Security Engineer, Cybersecurity Engineer, Security Analyst, Security Architect, Cybersecurity Analyst]","[SIEM, Security analysis, CISSP, Netwitness, LogRhythm]"
Security+Incident+Response+Engineer,"[Incident Manager, Management Analyst, Management Consultant, Change Management Analyst, SOC Analyst, Security Analyst, Change Management Lead, Change Management Consultant, Cybersecurity Analyst, Security Engineer]","[Problem management, SIEM, ITIL, Threat analysis, Netwitness]"
Security+Researcher,"[Security Analyst, IT Security Analyst, Cybersecurity Analyst, Security Engineer, Security Architect, Cybersecurity Engineer, Application Security Engineer, Network Security Engineer, Security Consultant, Security Administrator]","[Information security, Information security management, CISSP, Netwitness, Security engineering]"
Service+Desk+Associate,"[Service Desk Analyst, Service Desk Technician, Service Desk Specialist, Service Desk Manager, Helpdesk, Helpdesk Manager, IT Support Analyst, Helpdesk Analyst, IT Support, Desktop Support Specialist]","[Help desk, Remote support, Phone support, Help desk management, DameWare]"
Service+Desk+Director,"[Service Desk Analyst, Service Desk Technician, Service Desk Specialist, Service Desk Manager, Helpdesk, Helpdesk Manager, IT Support Analyst, Helpdesk Analyst, IT Support, Desktop Support Specialist]","[Help desk, Remote support, Phone support, Help desk management, DameWare]"
Service+Desk+Manager,"[Service Desk Manager, Management Consultant, Helpdesk Manager, Management Analyst, Change Management Analyst, Change Management Lead, Change Management Consultant, Service Desk Analyst, Incident Manager, Service Desk Specialist]","[Service Desk Manager, Service desk, Service Desk Analyst, Service Desk Lead, Helpdesk Analyst]"
Sharepoint+Developer,"[SharePoint Developer, SharePoint Administrator, SharePoint Architect, SharePoint Consultant, MSBI Developer, Exchange Engineer, Exchange Administrator, Server Administrator, Content Manager, Web Administrator]","[Microsoft SharePoint Designer, Microsoft InfoPath, Microsoft Office, Microsoft SQL Server, Microsoft SSRS]"
Sharepoint+Jobs,"[SharePoint Developer, SharePoint Administrator, SharePoint Architect, SharePoint Consultant, MSBI Developer, Exchange Engineer, Exchange Administrator, Server Administrator, Content Manager, Web Administrator]","[Microsoft SharePoint Designer, Microsoft InfoPath, Microsoft Office, Microsoft SQL Server, Microsoft SSRS]"
Sharepoint+Manager,"[SharePoint Administrator, SharePoint Developer, Server Administrator, SharePoint Consultant, SharePoint Architect, Web Administrator, TFS Administrator, Network Systems Administrator, SCCM Administrator, Technology Lead]","[SharePoint Administrator, Microsoft SharePoint, Web parts, SharePoint Developer, Microsoft SharePoint Designer]"
Siebel+Administrator,"[Siebel Developer, Server Administrator, Contract Administrator, SAP Basis Administrator, Cognos Administrator, Hadoop Administrator, JBoss Administrator, TFS Administrator, AIX Administrator, Security Administrator]","[Siebel Administrator, Siebel Developer, Siebel EAI, Siebel EIM, Siebel eScript]"
SOA+Engineer,"[Engineering Manager, Director Engineering, Engineering Technician, Engineer, DevOps Engineer, Service Engineer, Mechanical Design Engineer, Infrastructure Engineer, Solutions Engineer, Platform Engineer]","[Engineer, Email, Verification and validation, Compliance, QA]"
Software+Configuration+Jobs,"[Configuration Analyst, Configuration Manager, Configuration Technician, Software Architect, Software Quality Engineer, Software Systems Engineer, Software Development Manager, Software Sales, Director Software Development, Software Development]","[Release engineering, IBM Build Forge, AccuRev, IBM Rational ClearCase, Build management]"
Software+Development+Coordinator,"[Software Development, Software Development Manager, Director Software Development, Software Development Lead, Software Development Project Manager, Developer III, Developer II, Developer I, Software Sales, Director]","[Software engineering, Software design, Software architecture, SDLC, Computer science]"
Software+Development+Manager,"[Software Development Manager, Software Development, Director Software Development, Software Development Lead, Software Development Project Manager, Development Manager, Developer III, Developer I, Developer II, Director]","[Offshore management, Software development, ASP.NET MVC, EDI management, Scrum master]"
Software+Engineer,"[Software Development, Software Development Manager, Director Software Development, Software Development Lead, Software Development Project Manager, Developer III, Developer I, Developer II, Software Sales, Director]","[Software development, Computer science, Software architecture, OOD, OOP]"
Software+Engineering+Jobs,"[Software Development, Software Development Manager, Director Software Development, Software Development Lead, Software Development Project Manager, Developer III, Developer I, Developer II, Software Sales, Director]","[Software development, Computer science, Software architecture, OOD, OOP]"
Software+Installer,"[Software Architect, Software Systems Engineer, Software Development Manager, Software Sales, Software Quality Engineer, Director Software Development, Software Development Lead, Software Development, Software Development Project Manager, Asset Manager]","[Business requirements, Email, QA, Leadership, Software development]"
Software+Intern,"[Product Analyst, Program Coordinator, Recruiting Coordinator, Sales Marketing, Recruiter, Talent Acquisition, Business Development, Technical Sales, UX Researcher, IT Recruiter]","[Engineering Intern, Research, Creativity, Internet research, Education]"
Software+Jobs,"[Software Architect, Software Systems Engineer, Software Development Manager, Software Sales, Software Quality Engineer, Director Software Development, Software Development Lead, Software Development, Software Development Project Manager, Asset Manager]","[Business requirements, Email, QA, Leadership, Software development]"
Software+Product+Manager,"[Product Manager, Director Product Management, Technical Product Manager, Product Specialist, Product Owner, Product Marketing Manager, Product Analyst, Product Designer, Development Manager, Director]","[Product strategy, Product analysis, Product design, Product requirements, Product development]"
Software+QA+Manager,"[QA Manager, QA Lead, Management Consultant, QA Engineer, Management Analyst, Performance Test Engineer, Performance Test Lead, Test Architect, Test Technician, QA Automation Lead]","[Test strategy, HP ALM, SAP TAO, SilkTest, HP Service Test]"
Software+Technician,"[Service Technician, Desktop Support Technician, Installation Technician, Field Service Technician, Field Service Technician I, Repair Technician, Lab Technician, Maintenance Technician, Datacenter Technician, Test Technician]","[Repair, Field Technician, Hand tools, Service Technician, Desktop Support Technician]"
Software+Test+Engineer,"[Tester, QA Tester, QA Analyst, Automation Tester, Manual Tester, Software Tester, SQA Engineer, QA Engineer, Selenium Tester, QA Lead]","[Quality control, Automated testing, Functional testing, System testing, Manual testing]"
Software+Test+Technician,"[Service Technician, Desktop Support Technician, Installation Technician, Field Service Technician, Field Service Technician I, Repair Technician, Lab Technician, Maintenance Technician, Datacenter Technician, Test Technician]","[Repair, Field Technician, Hand tools, Service Technician, Desktop Support Technician]"
Software+Testing+Jobs,"[Tester, QA Tester, QA Analyst, Automation Tester, Manual Tester, Software Tester, SQA Engineer, QA Engineer, Selenium Tester, QA Lead]","[Quality control, Automated testing, Functional testing, System testing, Manual testing]"
Solution+Coordinator,,
Solution+Director,,
Solution+Manager,"[SAP Solution Manager, Solution Architect, SAP Basis Consultant, SAP Basis Administrator, Management Consultant, Solutions Engineer, Management Analyst, Change Management Analyst, Change Management Lead, Change Management Consultant]","[SolMan, SAP OSS Notes, SAP NetWeaver, SAP BASIS, SAP GUI]"
Solution+Specialist,,
Solutions+Architect,"[Solution Architect, Solutions Engineer, Architect, SAP Solution Manager, Enterprise Architect, Technical Architect, Salesforce Architect, Technology Architect, Cloud Architect, Java Architect]","[IT architecture, TOGAF, Enterprise architecture, Software design, IBM Bluemix]"
Solutions+Engineer,"[Engineering Manager, Director Engineering, Engineering Technician, Engineer, DevOps Engineer, Service Engineer, Mechanical Design Engineer, Infrastructure Engineer, Solutions Engineer, Platform Engineer]","[Engineer, Email, Verification and validation, Compliance, QA]"
SQL+DBA,"[DBA, SQL DBA, Oracle DBA, SQL Server DBA, PostgreSQL DBA, DB2 DBA, Oracle Apps DBA, MySQL DBA, Sybase DBA, Cassandra DBA]","[SQL, PL/SQL, Transact-SQL, Stored procedures, Database architecture]"
SQL+Developer,"[SQL Developer, SQL DBA, SQL Server DBA, SQL Server Developer, SQL Database Developer, SQL BI Developer, Data Analyst, SSIS Developer, DBA, Database Developer]","[Microsoft SQL Server, Stored procedures, SQL tuning, PL/SQL, Transact-SQL]"
SQL+Jobs,"[SQL Developer, SQL DBA, SQL Server DBA, SQL Server Developer, SQL Database Developer, SQL BI Developer, Data Analyst, SSIS Developer, DBA, Database Developer]","[Microsoft SQL Server, Stored procedures, SQL tuning, PL/SQL, Transact-SQL]"
SSRS+Developer,"[SSRS Developer, MSBI Developer, Report Developer, Report Writer, BI Developer, SSIS Developer, SQL Developer, SQL BI Developer, SQL Server Developer, Exchange Administrator]","[Business intelligence, Microsoft BI, Microsoft SSIS, Microsoft SSAS, Transact-SQL]"
Storage+Consultant,"[Business Consultant, IT Consultant, Technology Consultant, Consultant, Management Consultant, QA Consultant, Functional Consultant, NetSuite Consultant, Principal Consultant, Implementation Consultant]","[Recruitment, Leadership, IT, Business requirements, Communication skills]"
Storage+Engineer,"[Storage Engineer, Storage Administrator, Engineering Manager, Director Engineering, Engineering Technician, VP, Director, Operations Technician, Lab Technician, VMware Engineer]","[EMC VMAX, IBM XIV, EMC VPLEX, EMC Celerra, EMC RecoverPoint]"
Storage+Jobs,"[Storage Engineer, Storage Administrator, Infrastructure Architect, Virtualization Engineer, VMware Engineer, Systems Administrator, VMware Administrator, Infrastructure Engineer, Datacenter Engineer, Systems Engineer]","[Data centers, SAN, Storage engineering, Data storage, Enterprise storage]"
Supervisory+IT+Specialist,"[Maintenance Technician, Field Service Technician I, Field Service Technician II, Helpdesk Support Technician, Technical Support Analyst, Field Service Technician, Electronics Technician, Helpdesk Manager, Computer Operator, Construction Manager]","[Education, Organizational skills, Computer, Documentation, Communication skills]"
Systems+Administrator,"[Systems Administrator, Network Systems Administrator, Linux System Administrator, IT Systems Administrator, Windows Administrator, AIX Administrator, Linux Administrator, Server Administrator, Network Administrator, ServiceNow Administrator]","[Linux administration, Unix administration, Network management, Systems engineering, Software administration]"
Systems+Architect,"[Systems Architect, Business Architect, Systems Engineer, Cybersecurity Architect, Architect, Enterprise Architect, SOA Architect, Computer Systems Analyst, Solution Architect, Application Architect]","[DxDesigner, DoDAF, Software architecture, Requirements engineering, Pega PRPC]"
Systems+Coordinator,,
Systems+Designer,"[Design Engineer, Mechanical Design Engineer, Systems Engineer, Systems Administrator, Systems Analyst, Systems Architect, Verification Engineer, Linux System Administrator, System Engineer III, System Engineer II]","[Circuit analysis, DO-160, Femap, Systems engineering, Systems analysis and design]"
Systems+Engineer,"[Engineering Manager, Systems Engineer, Linux System Engineer, Software Systems Engineer, System Engineer III, System Engineer II, Network Systems Engineer, Engineering Technician, Application Systems Engineer, Windows Engineer]","[Systems architecture, System administration, Systems design, Network management, Network engineering]"
Systems+Integration+Engineer,"[Engineering Manager, Director Engineering, Engineering Technician, Engineer, DevOps Engineer, Service Engineer, Mechanical Design Engineer, Infrastructure Engineer, Solutions Engineer, Platform Engineer]","[Engineer, Email, Verification and validation, Compliance, QA]"
Systems+Integration+Manager,"[Systems Integration, Integration Engineer, Integration Analyst, Integration Specialist, Integration Architect, Integration Consultant, Systems Engineer, System Engineer III, Systems Administrator, Systems Analyst]","[Systems design, Systems engineering, System implementation, System requirements, System integration testing]"
Systems+Integrator,"[Integration Engineer, Integration Architect, Integration Consultant, Integration Specialist, Integration Analyst, Systems Integration, webMethods Developer, MuleSoft Developer, Salesforce Developer, Salesforce Architect]","[Implementation, System integration, Configuration, Business requirements, Architecture]"
Systems+Manager,"[Management Analyst, Management Consultant, Change Management Analyst, Systems Administrator, Systems Engineer, Change Management Lead, Systems Analyst, Change Management Consultant, Linux System Administrator, Systems Architect]","[Network management, Physical-to-Virtual, Dell KACE, LAN, SATCOM]"
Systems+Specialist,,
Systems+Test+Analyst,"[Tester, QA Analyst, Software Tester, QA Engineer, QA Tester, Business Systems Consultant, Manual Tester, SQA Engineer, Systems Engineer, Systems Analyst]","[Test scripts, Test plans, Test cases, Acceptance testing, Hardware-in-the-loop simulation]"
Tech+Intern,"[Product Analyst, Program Coordinator, Recruiting Coordinator, Sales Marketing, Recruiter, Talent Acquisition, Business Development, Technical Sales, UX Researcher, IT Recruiter]","[Engineering Intern, Research, Creativity, Internet research, Education]"
Tech+Support+Jobs,"[Desktop Support Analyst, Desktop Support, Technical Support Analyst, Application Support Analyst, Support Analyst, Technical Support, Technical Support Engineer, Desktop Support Technician, PC Technician, Application Support]","[Service desk, Help desk, 1st Line Support, 2nd Line Support, Remote support]"
Technical+Analyst,"[Technical Analyst, Technical Business Analyst, Technical Writer, Technical Lead, Technical Consultant, Technical Project Manager, Technical Architect, Support Analyst, Technical Support, Technical Support Analyst]","[Systems analysis, Impact analysis, WISEScript, PS Query, Enterprise analysis]"
Technical+Assistant,,
Technical+Consultant,"[IT Consultant, Business Consultant, Technology Consultant, Technical Consultant, IT Project Manager, IT Business Analyst, IT Manager, IT Director, IT Auditor, IT Security Analyst]","[Process outsourcing, Business analysis, Oracle iRecruitment, Business process, Communication skills]"
Technical+Director,"[Director, Director Engineering, IT Director, Director Software Development, Director Sales, Marketing Director, Program Director, Associate Director, Director Product Management, Technical Writer]","[Technical Director, AMBA, SOHO, Architect Director, Client Services Manager]"
Technical+Jobs,,
Technical+Manager,"[IT Manager, Management Consultant, Technical Lead, Management Analyst, IT Director, IT Project Manager, Technology Lead, Change Management Analyst, IT Business Analyst, IT Program Manager]","[IT architecture, IT project management, Strategic technology planning, Business systems, Business process]"
Technical+Program+Manager,"[IT Program Manager, Program Manager, Program Director, IT Project Manager, Delivery Manager, IT Manager, Portfolio Manager, Program Analyst, Project Manager, Engagement Manager]","[Program management, Escalation management, PMP, IT project management, COBIT]"
Technical+Service+Engineer,"[Engineering Manager, Director Engineering, Engineering Technician, Engineer, DevOps Engineer, Service Engineer, Mechanical Design Engineer, Infrastructure Engineer, Solutions Engineer, Platform Engineer]","[Engineer, Email, Verification and validation, Compliance, QA]"
Technical+Service+Representative,,
Technical+Services+Coordinator,"[Service Delivery Manager, Management Analyst, Management Consultant, Service Technician, Service Manager, Technical Sales, Service Engineer, IT Director, Business Development Manager, Helpdesk]","[Talent management, DameWare, CAT6, CAT5, LogMeIn]"
Technical+Specialist,,
Technical+Support+Manager,"[Service Delivery Manager, Management Analyst, Management Consultant, Service Technician, Service Manager, Technical Sales, Service Engineer, IT Director, Business Development Manager, Helpdesk]","[Talent management, DameWare, CAT6, CAT5, LogMeIn]"
Technical+Support+Specialist,"[Desktop Support Analyst, Desktop Support, Technical Support Analyst, Application Support Analyst, Support Analyst, Technical Support, Technical Support Engineer, Desktop Support Technician, PC Technician, Application Support]","[Service desk, Help desk, 1st Line Support, 2nd Line Support, Remote support]"
Technical+Trainer,"[Training Specialist, Technical Trainer, IT Trainer, Teacher, Instructional Designer, Technical Writer, Technical Consultant, Application Support Analyst, Support Analyst, Technical Lead]","[Instructor-led training, Email security, Adult education, Curriculum development, Training needs analysis]"
Technical+Training+Coordinator,"[Training Specialist, Technical Trainer, IT Trainer, Teacher, Instructional Designer, Technical Writer, Technical Consultant, Application Support Analyst, Support Analyst, Technical Lead]","[Instructor-led training, Email security, Adult education, Curriculum development, Training needs analysis]"
Technical+Training+Jobs,"[Training Specialist, Technical Trainer, IT Trainer, Teacher, Instructional Designer, Technical Writer, Technical Consultant, Application Support Analyst, Support Analyst, Technical Lead]","[Instructor-led training, Email security, Adult education, Curriculum development, Training needs analysis]"
Technical+Training+Manager,"[Training Specialist, Technical Trainer, IT Trainer, Teacher, Instructional Designer, Technical Writer, Technical Consultant, Application Support Analyst, Support Analyst, Technical Lead]","[Instructor-led training, Email security, Adult education, Curriculum development, Training needs analysis]"
Technology+Adoption+Manager,,
Technology+Development+Intern,"[Product Analyst, Program Coordinator, Recruiting Coordinator, Sales Marketing, Recruiter, Talent Acquisition, Business Development, Technical Sales, UX Researcher, IT Recruiter]","[Engineering Intern, Research, Creativity, Internet research, Education]"
Technology+Officer,,
Technology+Risk+Intern,"[Risk Analyst, Risk Manager, IT Project Manager, IT Business Analyst, IT Auditor, IT Manager, IT Director, IT Security Analyst, Compliance Analyst, IT Project Coordinator]","[IT risk management, IT audit, CISA, Gramm-Leach-Bliley Act, Information security]"
Telecom+Assistant,"[Telecom Engineer, Telecom Analyst, Telecommunications Technician, Billing Analyst, Field Service Technician I, Construction Manager, Implementation Engineer, Field Service Technician II, VoIP Engineer, Configuration Technician]","[Cables, Wireless communication, Broadband, Telco, Telecommunications Technician]"
Telecom+Coordinator,"[Telecom Engineer, Telecom Analyst, Telecommunications Technician, Billing Analyst, Field Service Technician I, Construction Manager, Implementation Engineer, Field Service Technician II, VoIP Engineer, Configuration Technician]","[Cables, Wireless communication, Broadband, Telco, Telecommunications Technician]"
Telecommunications+Analyst,"[Telecom Engineer, Telecom Analyst, Telecommunications Technician, Billing Analyst, Field Service Technician I, Construction Manager, Implementation Engineer, Field Service Technician II, VoIP Engineer, Configuration Technician]","[Cables, Wireless communication, Broadband, Telco, Telecommunications Technician]"
Telecommunications+Jobs,"[Telecom Engineer, Telecom Analyst, Telecommunications Technician, Billing Analyst, Field Service Technician I, Construction Manager, Implementation Engineer, Field Service Technician II, VoIP Engineer, Configuration Technician]","[Cables, Wireless communication, Broadband, Telco, Telecommunications Technician]"
