,required_skills,job_title
9300,"html5, css, javascript, jquery, bootstrap, rest, json, angular, mvc, soa, oop, php, laravel, architecture, scrum, sdlc, linux, subversion, github, mysql, replication, high availability, aws, apache, https, nginx",software engineer
9302,"data analytics, sas, sql",data scientist
9314,"apache tomcat, oracle, css, javascript, etc",java developer
9319,"java, j2ee, soap, angular",java developer
9326,"java, angularjs, agile, javascript, restful, data architecture",software engineer
9333,"java , hadoop , scala, spark, kafka, sql",java developer
9336,"data warehouse, etl, big data, hadoop, hbase, hive, impala",data scientist
9354,java,java developer
9369,"javascript, html, css, ms sql server",software engineer
9372,"c, c++, unix",software engineer
9389,"html5, css3, javascript, jquery, entity framework, rest, sql database, asp.net",software engineer
9392,"c#.net, asp.net, mvc, wcf, sql, javascript, html, css, xhtml, vb.net",software engineer
9398,"java, hadoop, spark, nosql",software engineer
9422,".net, c#, uml, software development",software engineer
9444,"agile, javascript, angularjs, databases, java, j2ee",java developer
9456,"postgres, javascript , bash, shell, python, perl, ruby, java, clojure, go",software engineer
9459,"matlab, c, c++, c#",software engineer
9469,"core java, oracle, struts, jdbc, jsp, javascript, java, j2ee, windows, algorithm",java developer
9475,"linux, soap, j2ee, rest, stig, 2, ldap, ssl, kerberos, java, python, perl",software engineer
9483,"java, j2ee, test, qa, quality assurance",software engineer
9496,"java, big data, hadoop, angular js, python",software engineer
9501,"java, junit",java developer
9516,"c++, c#, object oriented design, sql, xml, uml",software engineer
9517,"iot, java, scala, aws , cloud, javascript, api",java developer
9518,"javascript , sql",java developer
9525,"software development, javascript, ui",software engineer
9528,"java, rest api, computer science",java developer
9539,"apex, salesforce, software",software engineer
9541,"ip, encryption, switches, routers",software engineer
9549,"mysql, aws, java, design patterns, algorithms",java developer
9555,"crm, erp, c#",software engineer
9559,"bpm, javascript, .net",java developer
9564,sql database,software engineer
9573,"java, j2ee, ooad, sql, design patterns, hibernate, perl, unix, angularjs, node.js",java developer
9574,"vmware esx, cisco",data scientist
9578,"java, c++, linux",java developer
9587,"java, java ee, servlets, jsp, jsf, jdbc, jms, junit, maven, hibernate, xml, xsd, pl, sql, spring framework",java developer
9598,"java, big data, hadoop , jms",java developer
9599,"java, weblogic, git, api",java developer
9601,"java, api",java developer
9614,"core java, spring framework, hibernate",java developer
9624,"java, j2ee, javascript, microservices",java developer
9638,"html, web services, computer science",software engineer
9646,"c++, tcp, kernel",software engineer
9659,"java, open source, ci, cd, devops",software engineer
9663,"javascript, html, css, angular",software engineer
9667,"data architecture, mdm, goverce, oracle pl, oracle sql, odi, etl, dba, oracle",data scientist
9691,"javascript, nodejs, angularjs, mongodb, sql, c#",software engineer
9692,"java, api, rest",java developer
9695,"angularjs, java, javascript",java developer
9746,"qa, software, automation",software engineer
9754,"java, j2ee, servlets, hibernate, restful services",java developer
9813,"java, java script, front end development, sdlc, agile",software engineer
9824,"aws, java, hbase, scala, hive, map reduce, linux, unix",software engineer
9826,".net , java , asp.net",java developer
9831,"java, c++, c++, distributed systems",software engineer
9833,"development , maven, java",software engineer
9839,sql,software engineer
9847,"etl, informatica, unix, aix, oracle, data warehouse, sql",data scientist
9857,"sybase, crystal reports, sql",data scientist
9861,"java, servlets, spring , javascript",java developer
9897,"sql, r, python, sas, statistics, microsoft office, degree",data scientist
9905,"selenium, java, automation, sas",data scientist
9908,"javascript, web services, api, sql, html, css, angular, integration, web services, api, sql",software engineer
9915,"hadoop, agile, rdbms, hibernate, git, java, big data",software engineer
9916,"java, degree, ooad",java developer
9922,"spark, scala",data scientist
9924,"web development, javascript, html , css",software engineer
9927,"java, hibernate, unix, linux, apache, tomcat, agile, aws, postgres, angular.js, etl, groovy",java developer
9932,"java, j2ee, agile, hadoop, hbase, cass, ra, hibernate, junit, testng, spark, big data",software engineer
9940,"javascript, angular.js, node.js, mysql, javascript, angular.js, node.js, mysql",software engineer
9948,algorithms,data scientist
9960,"java, j2ee, webservices",java developer
9969,"t, sql, iis, web services",software engineer
9974,"nosql, xml, json, java, restful",software engineer
9987,"java, ruby, linux",software engineer
9988,"software development, java, agile, healthcare, full",software engineer
10009,"c# , .net , sql",software engineer
10014,"c++, linux, exchange",software engineer
10034,"api development, webservices, soap, rest",java developer
10039,"c#, .net, javascript, agile, waterfall",software engineer
10078,pmi,software engineer
10082,"c#, optimization, tdd",software engineer
10103,"java , hadoop, sql , oracle",java developer
10128,"oracle, java, core java, web services, soap , rest",software engineer
10143,"java, oracle, unix",java developer
10144,"html5, javascript, ajax, angularjs, backbone.js, react.js, java, spring framework, jquery, linux, eclipse, maven, tomcat, mysql",software engineer
10147,java,java developer
10152,"java, struts, hibernate, mvc",java developer
10153,"xml, jms, jax, ws",software engineer
10190,"data science, python, r, sas, matlab, mssql, oracle, mysql, nosql, cass, ra, mongodb, splunk, solr, hadoop, s3",data scientist
10195,".net, sql, c#",software engineer
10200,"java, j2ee, sdlc, jsp, web services, eclipse, maven, git, jboss, tomcat",java developer
10202,"core java, hibernate, web services, angularjs, jquery",java developer
10203,"soa, hibernate, weblogic, rdbms",java developer
10204,"apache, tomcat",java developer
10206,"perl, matlab, fortran, linux, unix, windows",software engineer
10212,"java, j2ee, sql, servlet, jsp, hibernate, mvc, ejb, oracle, struts, ide",java developer
10219,hibernate,java developer
10226,"php, ruby, devops, mysql, oracle, git, jenkins",software engineer
10228,"python, ci, cd, hadoop, vertica, tableau, cass, ra, hdfs, kafka, aws",data scientist
10235,"java, distributed systems, web services, ajax, jsf, hibernate, servlets, insurance",software engineer
10248,"html5, css3, javascript, jquery, windows server, iis, .net, visual studio, c# , api, soap, sap, oracle, avaya, nortel, cisco, crm, erp, cloud, aws, microsoft azure",software engineer
10257,"scala, java, clojure, elasticsearch, rabbitmq, storm, backbone.js, javascript, react, html5, css, oo, backend, fullstack",software engineer
10259,"java, c#, ruby, python",software engineer
10262,"javascript, java, c#, python , ruby",software engineer
10264,"php, java, design patterns, linux",java developer
10269,"java, j2ee",java developer
10270,"c++, c#",java developer
10287,"java, secret clearance",software engineer
10302,"bi, authentication, authorization, audit, hbase, hortonworks, healthcare",data scientist
10305,"java, hibernate, junit, angularjs, aws",java developer
10324,"multi, asp.net, c#, web services, ms sql, jquery",software engineer
10326,"jax, ws, jax",java developer
10327,"javascript, hadoop, scala, aws, python",software engineer
10340,"azure, google cloud platform, distributed systems, data storage, security, java, javascript, node.js, saas, enterprise",software engineer
10347,"r, numpy, p, as, matlab, solr, elasticsearch",data scientist
10359,"scala, clojure",data scientist
10388,"java, restful web services, python, etl, git, mongo, sql",java developer
10394,"agile, analysis, architecture, c++, development, javascript, linux, management, nosql, python, sql, unix",software engineer
10402,"algorithms, java",software engineer
10426,"java, linux, unix, oracle, sql, agile methodology",java developer
10432,"java, restful web services",software engineer
10436,"ssis, sql",data scientist
10445,"java, j2ee, angular.js",java developer
10455,"java, unix, linux, mysql",java developer
10457,"restful, java, soap",java developer
10513,"verification, real, s, device drivers",software engineer
10517,"selenium, linux, xml, javascript",software engineer
10534,"ethernet, user interface design",software engineer
10539,"java , cass, ecommerce",software engineer
10548,"core java, framework, mvc, struts",java developer
10552,"fda, iso, software, qa, vb, c++, c#, gui, documentation, tfs",software engineer
10565,"sql, forms, reports, java, framework, jsp, unix",software engineer
10569,"malware, security, c++, ruby, python",software engineer
10571,"bi, microstrategy, cognos",data scientist
10577,"java, html, css, xml, sql, hibernate, junit, maven, hudson, oracle database, angular js, agile",java developer
10585,"qa, c#, c++, linux, windows",software engineer
10587,php,software engineer
10588,"ios, iphone, objective, c",software engineer
10589,"embedded, c++",software engineer
10604,"python, r, matlab, r, perl, ruby, scala",data scientist
10605,"full, stack",java developer
10611,"sas, java, c++, c#, vb.net, python, perl, sql",data scientist
10621,"java, oracle, sql, css",java developer
10648,"java, oracle",java developer
10668,"open source, microservices",software engineer
10685,"node.js, redis, mysql",software engineer
10692,"ooad, wcf, web api, mvc, asp.net, c#, web forms, jquery, angular.js, soa",software engineer
10708,"javascript, html, css",software engineer
10713,"html5, css3",software engineer
10722,"javascript, python, c++, algorithms, ood, ooa, rest, linux, unix",software engineer
10751,"server, xml",java developer
10756,"python, java, coldfusion, mssql, postgresql, aws, ec2, s3, agile, ood, html5, css3, jquery, maven",software engineer
10766,"c++, scrum, agile, object oriented design",software engineer
10777,"java development, html, c#, .net",java developer
10816,"java, restful services",java developer
10825,"c, c++, windows, wpf",software engineer
10828,"java, j2ee, rest, soap",java developer
10857,"data integration, sql, excel, project management",data scientist
10880,"java, full stack, angular, groovy",java developer
10881,objective,software engineer
10884,"windows 7, windows server 2008",software engineer
10910,"java, linux",java developer
10921,"java, j2ee , aws, json, java script, xml, rest, api, sql",java developer
10922,"java, hibernate",java developer
10936,"spring mvc, jpa, rest, soa, jpa",java developer
10938,"core java, j2ee, hibernate, oracle, unix",java developer
10943,c++,software engineer
10950,ipv6,software engineer
10952,"websphere, java, jdbc, sql",java developer
10955,microstrategy,software engineer
10972,"java, j2ee, sql, git",java developer
11009,"sprint, soap, rest, j2ee, ssl, tls, ldap",software engineer
11014,"jsp, struts, jdbc, web services, soap, uml, xml, rdbms, pl, sql",java developer
11021,"java, solr, data storage",software engineer
11024,"core java, linux",java developer
11027,".net, ajax, architecture, asp, asp.net, css, customer service, dba, development, html, javascript, jquery, management, metrics, sdlc, sql, sql server, tdd, windows, xml",software engineer
11053,"cloud, java, j2ee",software engineer
11055,"java , scala",software engineer
11062,"java, j2ee, togaf, web, oracle, db2, xml, sql, hibernate, web services, soa, eclipse, insurance, jsp, html, css, junit, struts, ajax",java developer
11089,"c++, data structures, algorithms, object, unix, linux",software engineer
11124,"mobile, xamarin, .net",software engineer
11131,webapi,software engineer
11138,"hibernate, unix, linux, agile, sql",java developer
11140,"java, unix, sybase, ooa, ood, real, time, capital markets",java developer
11142,"java, storm, kafka, cass, ra, jms, websphere, weblogic, jboss, jenkins, hudson, maven, github, svn, clearcase",software engineer
11148,"sas, r, python, pig, hive, hadoop",data scientist
11155,"c# , sql server",software engineer
11162,"linux, python, tcp, ip, mysql, nosql, hadoop, open source",software engineer
11166,security,software engineer
11173,"j2ee, java, oracle, javascript",software engineer
11176,citrix,data scientist
11188,"eclipse, rsa, java, sql, javascript",java developer
11192,"linux, sql, mysql, php",software engineer
11193,"java, j2ee, hibernate, sql, database",java developer
11195,"ui, java, c++",software engineer
11196,"java, struts, maven, javascript, jboss, hibernate",java developer
11216,"java, j2ee, hibernate, sql, development, maven, css, html, xml, time management",java developer
11237,"data analytics, sas, sql, vba, c#, selenium, sdlc",data scientist
11254,"qa, java, software, cloud, python, shell",software engineer
11282,"java, j2ee, unix",software engineer
11283,"java, javascript, agile, tdd, maven, design patterns, jquery, jira, confluence, rest services, 12c",java developer
11290,"j2ee, unix, linux, pl, sql, data structures, design patterns, javascript, jsp, html, ajax, css, http",java developer
11305,"visual studio, c#, asp.net, sql server, javascript, html, web applications",software engineer
11311,"sql, rdbms",software engineer
11318,"java, javascript, j2ee, linux, html",java developer
11323,"j2ee, spring boot, java , jms, orm, sql server",java developer
11330,"linux, sql, mysql, php",software engineer
11337,sas,data scientist
11369,"core java, linux",java developer
11383,"data management, analysis, statistical analysis, dashboards, design, delivery",data scientist
11411,"c++, qt, unity",software engineer
11415,"python, c++, aws",software engineer
11420,"java, c++, c#, javascript, angular, hl7",software engineer
11434,"aws , cloud",java developer
11456,"c++, c, api, 3d, game, architect",software engineer
11469,"j2ee, support",software engineer
11490,"security, hadoop, spark",data scientist
11494,java,software engineer
11503,"java , sql , etl",software engineer
11507,"java, python, nosql, json, rest api",software engineer
11519,"java, agile, restful web services, backend, full stack",software engineer
11522,ra,java developer
11523,"data structures, algorithms",java developer
11525,roid,software engineer
11528,"java, mongodb, cass, ra, hbase",software engineer
11535,"windows, gui",software engineer
11549,"javascript, java, management",software engineer
11557,h,software engineer
11558,"java, jsp, j2ee, servlets, mvc framework, elastic search, html, uml, xml, https, css, ajax, java script, json, jdbc, struts, roid development, xml, soap ui, toad, dynatrace",java developer
11576,"algorithm, data structures, rest, soa, oracle , node.js, rest web services, maven, shell",java developer
11586,"spa, big data, open source, javascript",software engineer
11605,"java, mysql",java developer
11610,"java, j2ee, mvc, restful apis, json, apache tomcat, database design, oracle db",java developer
11613,"python, analytics, r, algorithm",data scientist
11614,"data collection, s, routers, dhcp",data scientist
11616,"data, quality, hadoop, hive, bigdata, qlikview, tableau, cass, ra",software engineer
11635,"j2ee, javascript, jsp, html, jdbc, pl, sql",java developer
11657,"c, c++",software engineer
11663,"software, java, svn, subversion, jenkins, h, s, on",software engineer
11664,"javascript, jquery, agile, scrum",software engineer
11705,"java , restful web services",java developer
11709,"java, nosql, rest api, cass, ra, dynamodb",java developer
11718,"java, linux",software engineer
11727,"mysql, postgresql, centos, red hat",software engineer
11734,"java, hibernate, backbonejs, bootstrap",software engineer
11748,"soa, rest, data structures, javascript, jquery, angular js, nodejs, bootstrap",software engineer
11749,"java, j2ee, sql, jdbc, hibernate, tomcat, jboss",software engineer
11757,"java, full stack, ejb, jdbc, sql, javascript, jquery, jsp, servlets, jms, mq",java developer
11767,windows,data scientist
11781,"python, django, sql, distributed systems",software engineer
11784,"c++, graphics, data structures, algorithms",software engineer
11802,"numpy, p, as",data scientist
11818,"hadoop, kafka, flume, tableau",data scientist
11822,"teradata, oracle, linux, informatica, postgres, pentaho",data scientist
11876,"javascript, react, angular, backbone, css, less, ui, front, end, lead, security, web, grunt",software engineer
11877,"map reduce, hadoop, hbase, cass, kafka, rabbitmq",data scientist
11880,"java, j2ee, hibernate, struts",java developer
11892,"java, j2ee, xml, web services, junit, sql , oracle",java developer
11894,"coldfusion, j2ee, html, .net",software engineer
11896,"analytics, asset management, c#, .net, sql",software engineer
11899,"asp.net, mvc, restful web services",software engineer
11901,python,java developer
11925,"html, css, bootstrap, jenkins, agile, scrum",software engineer
11977,"java, design patterns, rest, soap",java developer
11979,"core java, rest api, nosql, data structures, algorithms, vmware",java developer
11993,"embedded, linux, security, openstack, nfv, firmware",software engineer
12000,"j2ee, hibernate, kafka, rabbitmq, bootstrap, backbone",software engineer
12001,"ruby, angular, javascript, angular",software engineer
12007,"oracle pl, sql",java developer
12017,"core java, hibernate, soap",java developer
12018,"java, healthcare",java developer
12043,h,data scientist
12076,software development,software engineer
12087,"elasticsearch, java, spring boot, sql, maven",software engineer
12088,security,java developer
12111,"python, django, javascript, http, mobile, java",software engineer
12112,"scala, saas",software engineer
12117,"computer vision, video, c, c++, java, php, python",software engineer
12120,"c++, python , javascript",software engineer
12134,design,data scientist
12143,"core java, kafka, storm",java developer
12152,"java, j2ee, hibernate, soap ui",java developer
12154,oracle ebs,data scientist
12182,"css, javascript, sql",software engineer
12194,"core java, backend, jvm, nosql, algorithm, data structures",java developer
12202,"python, vertica, hadoop, sql, etl",data scientist
12217,"c, c++, java, python, kubernetes, hadoop, big data, micro, service",software engineer
12221,"angular, bootstrap, html5, restful web services, oracle, mysql",software engineer
12222,"ruby on rails, java, node.js, python, php, angular.js",software engineer
12261,"sdk, graphics",software engineer
12263,"saas, javascript, angularjs, rest, sql, java, html5, css3, framework, ci, cloud, azure, aws, hadoop, design, implement, test, tools, selenium, rest, jasmine, soapui",software engineer
12265,"ansible, chef, puppet, python, java",software engineer
12298,core,data scientist
12305,"linux, ubuntu, python, mysql, oracle, web servers, apache, iis",software engineer
12308,"core java, spring framework",java developer
12326,"retail, java , j2ee, open source",java developer
12332,"java, python, ruby on rails",java developer
12339,"java, aws",java developer
12365,"java, restful, web services",java developer
12375,"oracle, pl, sql, unix, windows",data scientist
12379,"node.js, javascript",software engineer
12382,"java, go, golang, python, go, golang, go, golang, micro services",software engineer
12386,c,software engineer
12412,"application, software, engineers, sql, business intelligence, business objects, cognos, oracle, sas, unix, teradata",software engineer
12441,"physics, python, sql",data scientist
12442,"nlp, sql, python, java, sas, automotive",data scientist
12443,"it, management, systems, security, sql, python, visual basic, business intelligence",data scientist
12444,"sas, sql, python",data scientist
12445,"sas, sql, python, java",data scientist
12446,"r, r, python, biology",data scientist
12447,"artificial intelligence, sas, python, outlook, excel, powerpoint, sql, engineers, risk management, data architecture, database, access",data scientist
12448,it,data scientist
12449,"management, engineers, risk management, data architecture, database, access",data scientist
12450,"python, statistics, data science",data scientist
12451,"statistical analysis, algorithm, analysis, systems, business intelligence, security, it",data scientist
12452,"security, development",data scientist
12453,"algorithms, roadmaps, supply chain management, distribution",data scientist
12454,"sql, api, python, web",data scientist
12455,"it, software, engineers, python, sql",data scientist
12456,"python, sas, pl, sql, asp, .net, sql, database",data scientist
12457,"it, nlp, artificial intelligence, python, java, software, engineers",data scientist
12458,"sql, python, java, analytical, defense systems, it, access",data scientist
12459,"management, network, ibm, sas",data scientist
12460,"security, artificial intelligence, systems",data scientist
12461,"java, python, sql, oracle, systems",data scientist
12462,"physics, python, java, web",data scientist
12463,"python, aerospace, physics, software, development, web",data scientist
12464,"pyspark, r, matlab, statistics, tableau, vertica, python, data visualization, data analysis, relational databases",data scientist
12465,"data science, python, sql, qlikview, cloud, aws, azure",data scientist
12466,"data science, healthcare",data scientist
12467,"hadoop, spark, hive, python, r, sql, hive, spark, hadoop, spark, hive, python, r, sql, hive, spark",data scientist
12468,"bi, sql, excel, big data, data visualization, h",data scientist
12469,"data science, a, python, sql, data, leadership",data scientist
12470,"sap, ml, data science, analytics, bi, bw, tableau",data scientist
12471,"nlp, python, sql, data science",data scientist
12472,"apache hadoop, cass, ra, data science, python, scala, sql",data scientist
12473,"r, simulation, hadoop, hive, spark, mysql, nlp, sas, python, matlab, sql, pig, statistics",data scientist
12474,"python, libraries, sql, data architecture",data scientist
12475,"data science, python, sql, data analytics",data scientist
12476,"data science, sql, r, python, communication",data scientist
12478,"management, python",data scientist
12479,"python, sql, cto, analysis, software, development, sdlc, artificial intelligence, web",data scientist
12480,"python, r, aws",data scientist
12481,"development, python, sql",data scientist
12482,"tableau, power bi, python, sql, excel",data scientist
12483,"cio, python, sql",data scientist
12484,python,data scientist
12486,"it, performance, security, system, knowledge management, python, java, matlab, sql, management",data scientist
12487,"web, interface, physics, python",data scientist
12488,"python, sql",data scientist
12489,"security, python, java, sql, microsoft excel, powerpoint",data scientist
12490,"degree, sas, r, ecommerce",data scientist
12552,"big data, hadoop, spark, computer science, aws, api, microservices",data scientist
12594,"python, sql, java",data scientist
12671,"jd edwards, erp, edi",data scientist
12673,"software, informatica, web, database, sql, oracle, db2, teradata",software engineer
12675,"retail, s, sap, mm, configuration",data scientist
12680,"mdm, informatica",data scientist
12731,"algorithms, artificial intelligence, data science, python, r, sql",data scientist
12750,"amazon redshift, apache hive, apache kafka, bash, c++, creativity, db2, eclipse, git, html5, java, javascript, jdbc, junit, linux, mapreduce, metadata, microstrategy, mongodb, mysql, node.js, objective c, oracle, python, redis, sql, sql server, teradata, visual studio, windows server, written communication",software engineer
12780,communication,software engineer
12808,"business intelligence, microsoft excel, powerpoint, development, cognos",data scientist
12822,"it, sales",data scientist
12845,"java, scala, microservices, aws",software engineer
12853,"linux, javascript",software engineer
12854,"automotive, software, java, sql, development, apache, javascript, database, mysql, oracle",software engineer
12855,"application, ux, javascript, mysql",software engineer
12860,"api, application, c++, javascript, management, system",software engineer
12861,"it, systems, security",data scientist
12862,"software, python",software engineer
12865,"data analytics, etl, sql, cognos, ssrs, ssas, ssis",data scientist
12871,"management, data analytics, data management, sql, data visualization",data scientist
12874,"data, analytics, statistics, sql, sas, visualization, reports",data scientist
12877,"data analytics, python, scala",data scientist
12913,"big data, analytics, python, c++, data science, database, data visualization",data scientist
13117,"dod, it, security clearance, security, cissp, documentation, compliance, technical support",software engineer
13327,"computer vision, 3d, robotics, architect, firmware",software engineer
13337,"information systems, .net, c#, sql",software engineer
13414,"infrastructure, agile, waterfall, pmp, leadership, transformation",data scientist
13483,"protocol, tcp, ip, security, architecture, cissp",data scientist
13728,"interface, quality, system, peoplesoft",data scientist
13729,"artificial intelligence, data management, team leadership, big data",data scientist
13730,"interface, quality, system, it, peoplesoft",data scientist
13731,"data visualization, dashboards, data analytics, tableau, sql",data scientist
13732,"network, change management, systems",data scientist
13734,"basic, mysql, sql, management",data scientist
13735,"python, sql, h, s, code review, design, product development, sql, h, s, code review, design, product development",data scientist
13743,sql,data scientist
13744,"data management, data analysis, process improvement, informatica, sql, project management, cloud, database",data scientist
13747,"data warehouse, sql, oracle, database, management, systems",data scientist
13749,"hbase, jenkins, java, statistics, hive, kubernetes, azure, application development, amazon web services, gradle, spark, kafka, sql, scala, open source, big data, hadoop",data scientist
13751,"sql, gcp, kubernetes, big data, etl, software development, requirements analysis, postgresql, python, unix, windows server, snowflake, apache kafka, hadoop, powerbi, tableau, excel",data scientist
13753,"it, sdlc, management, business intelligence, data analysis, ibm, iis, informatica",data scientist
13755,"data warehouse, it, management, basic, systems, qa, db2, oracle, sql, pc, cognos, business objects, web, cms",data scientist
13758,"p, as, django, server",data scientist
13761,"ansi, analytics, cms, com, claims, compliance, computer science, cross, functional, data analysis, 10, microsoft word, microsoft powerpoint, microsoft excel, fice, government, health care",data scientist
13763,"apache hadoop, apache hive, apache spark, artificial intelligence, cloud, data analysis, data integration, data warehouse, etl, olap, sql, python, data science, database, meta, data management, data qa, scala, software, continuous improvement, oltp",data scientist
13764,"data analytics, business intelligence, bi, ssis, ssas, ssrs, microsoft, sql server, tableau, powerbi, redshift",data scientist
13771,"sql, database, data warehouse, python, development, java, analysis, it, desktop",data scientist
13775,"it, quality, sales, management, supply chain, security",data scientist
13777,"python, oracle, mysql, algorithms, architecture",data scientist
13778,"management, business intelligence, management, business intelligence",data scientist
13780,"aws, gcp, azure, big data, biology, management, etl, aws, gcp, azure, big data, biology, management, etl",data scientist
13841,"agile, animation, business partnership, cis, communication",data scientist
13883,"management, architect, security, it, software",data scientist
13885,"management, systems, linux, security, it, software",data scientist
13900,"python, java, sql, api",data scientist
13903,"hardware, sap, hcm, peoplesoft, analysis, technical, communication",data scientist
13905,"system, python, linux, tcp, ip",software engineer
13910,"oltp, olap, tableau",data scientist
13911,"transact, sql, sql, sas, microsoft ssis, microsoft ssrs, mongodb, nosql, process improvement, microsoft sql server, etl, microsoft ssas, scrum, agile, apache hadoop, data integrity, data analysis, database, health care",data scientist
13914,"azure, sql, ficial",data scientist
13916,it,data scientist
13926,"laboratory, technician, plc, ups, systems, excel, powerpoint, ccna, management, windows, linux, security",data scientist
13927,"act, analytics, best practices, business administration, business intelligence, business partnership, css, communication",data scientist
13928,"micro, network, pc, outlook",data scientist
13929,"networks, sas, windows, linux, bash, python, perl",data scientist
13930,"emc, data, netapp",data scientist
13938,"management, informatica, quality, linux, it, systems, sdlc, unix, python, perl, database, sql, oracle, dba, software, engineers, qa, network, security, erp, crm, peoplesoft, jd edwards, lawson, sap, business intelligence, architect, ux, web",data scientist
13940,"ms word, ms excel",data scientist
13989,"it, java, software, unix, linux, web, consult, application, development, j2ee, api, soap, apache, sql, javascript, php, html, system, systems, management",java developer
13995,"software, engineers, java, javascript, sql",software engineer
13997,"management, sql, systems, scripts",data scientist
14007,"microsoft, sql, adf, data lake, snowflake, ci, rest , soap , microsoft, sql, adf, data lake, snowflake, ci, rest , soap , mq",data scientist
14010,"data management, microsoft ssas",data scientist
14014,"python, java, etl, sql, database, api, software development, meta, data management, cloud, data warehouse, database design, agile, amazon web services, microsoft windows azure, continuous integration",data scientist
14016,documentation,data scientist
14022,"java, c++, scala, python, spark, aws, data analytics, java, c++, scala, python, spark, aws, data analytics, ai",software engineer
14023,"java, c++, scala, python, spark, aws, data analysis, c++, scala, python, spark, aws, data analysis",software engineer
14029,"python, apache spark, data visualization, agile development, software development, product development, product design, test, analysis",software engineer
14033,"python, spark, oracle",data scientist
14038,"c, c++, linux, c, c++, linux",software engineer
14039,"spark, sql, python, c#, java, ml, nlp, databases, azure, aws, gcp",data scientist
14044,"nlp, java, bigdata, python",data scientist
14045,"p, as, numpy, spark, data science, statistics, algorithms",data scientist
14046,"nlp, python, computer vision, data science",data scientist
14049,"python, r, python, r",data scientist
14128,"dba, database, tsql, sql, t, sql, linux, unix, data, network, sql queries, automation, devops",software engineer
14131,"remote, database, sql, mysql, sql server, sdlc, agile",software engineer
14304,"software, java, j2ee, mysql",software engineer
14306,"java, systems, desktop",software engineer
14307,"php, node, aws, backend, cloud, python",software engineer
14386,"j2ee, jsf, json, jpa, hibernate, oracle db",java developer
14392,"git, oracle db, oracle sql, jenkins, sql server, svn, unix, c++, gcp, production support, compliance, iso, linux, azure, c#.net, oracle, c#, microsoft sql server, sql, c, cloud, bash",software engineer
14427,"business intelligence, microsoft sql server, microsoft ssis, microsoft ssrs, sql, microsoft ssas, c#, .net, software development",software engineer
14435,"sql, microsoft access, applications, sql, microsoft access, applications, database",software engineer
14440,"data warehouse, it, software, development, basic, systems, web, java, ejb, jsp, j2ee, sql, pl, sql, sas, olap, management, ibm, oracle, informatica, tibco, data analysis",data scientist
14441,"p, as, django",data scientist
14442,"continuous improvement, data warehouse, qa, sql, time management, communication",data scientist
14443,"etl, mdm, cloud, data analytics, goverce, data warehouse, architecture",data scientist
14444,"analytics, architecture, artificial intelligence, big data, business intelligence, business partnership, data integration, data science, database, data warehouse, etl, implementation, meta, data management, leadership, data visualization, microsoft ssrs, tableau, software architecture, microsoft power bi, statistics",data scientist
14445,"data warehouse, it, business intelligence, sql, unix, java, j2ee, html, pl, sql, engineers, management, system, development, sdlc, sap, informatica, c",data scientist
14446,"data warehouse, architecture, apache, sql, mysql, informatica, architect",data scientist
14447,"data warehouse, management, teradata, data architecture, erwin, sql",data scientist
14448,"data warehouse, architect, sql, quality, microsoft access, excel, it",data scientist
14449,"data warehouse, management",data scientist
14450,"sql, data warehouse, cloud, data, tableau, visualization, bi, aws",data scientist
14451,"data warehouse, application, development, informatica, cognos, business intelligence",data scientist
14453,"artificial intelligence, systems, architect, data warehouse, data architecture, development, sql, epic",data scientist
14454,"business intelligence, talend, power bi, db2, business intelligence, talend, power bi, db2",data scientist
14455,"data warehouse, sql, python, it",data scientist
14457,"data warehouse, sql, python, sas",data scientist
14458,"etl, sql, business intelligence",data scientist
14459,"etl, informatica, sql, t, sql, ssrs, ssis, ssas, power bi",data scientist
14460,"data warehouse, database, informatica, sql, architecture, it",data scientist
14514,"game, software, engineers, games, switch, pc, linux, middleware, c, systems, opengl, it",software engineer
14548,"game, architecture, development",software engineer
14600,"ar, vr, c++, c#, 3d",software engineer
14602,"photoshop, 2d",data scientist
14605,"documentation, education, https, computer science, business intelligence, c, innovation, open source, tcp, udp, python, software, linux",software engineer
14608,"analysis, video, python",data scientist
14638,"c++, objective, c, data structures, oop, aws, gcp, java, objective, c, data structures, oop, aws, gcp, java",software engineer
14644,"java, spring boot, spring mvc, javascript, angular, react, html5, css3, aws, azure, cloud, microservices",java developer
14648,"architecture, oop, matlab, com, integration",software engineer
14689,"it, network, management, web, access, security, encryption, ssl, database, applications, architecture, lifecycle, windows, linux, unix, cissp, tcp, ip, smtp, http, vpn, systems",data scientist
14703,"simulation, software, systems, development, analysis, sas, hardware, graphics, 3d, gis, opengl, it, unisys",software engineer
14704,"software, gis, c, sql, asp, .net, web, api, javascript, python",software engineer
14708,"aws, rails, ruby, c++, gis, rails, ruby, c++, gis, restful web services",software engineer
14709,"gis, javascript, nodejs, angular, nosql, mongodb, aws , gis, javascript, nodejs, angular, nosql, mongodb, aws",software engineer
14712,"javascript, nodejs, angular, react, nosql, mongodb, aws, javascript, nodejs, angular, react, nosql, mongodb, aws, gis",software engineer
14717,"jira, agile, java",java developer
14734,"databases, sql, mysql, r, python",data scientist
14735,"artificial intelligence, civil, networks",data scientist
14737,"laboratory, security, applications, java, python, matlab, linux, unix, windows",data scientist
14738,"laboratory, java, python, matlab, linux, unix, windows, security",data scientist
