job_title,required_skills,,,,,,,,
SEO Manager,"HTML, JavaScript, DOM , Omniture , Brightedge , SEO marketing , Online marketing , SQL",,,,,,,,
Senior Linux/ Unix Administrator,"Linux, Unix",,,,,,,,
BI Architect,BI Architect,,,,,,,,
Embedded Engineer / Architect,Null,,,,,,,,
Senior Staff Engineering,"C++ and Java , Microservice and cloud-native concept, Compiler , Parallel and distributed computing",,,,,,,,
Software Engineer II,Software Engineer,,,,,,,,
QA Lead,"QA , Veeva , Veeva iRep",,,,,,,,
Test Framework Automation Engineer for a Communication Company,test framework automation python,,,,,,,,
Network Security Engineer,"Analysis, Development, Hardware, HTTP, Management, Materials, Networks, PHP, Routers, Security, Switches, Wireless",,,,,,,,
Build Release / DevOps Engineer,"Linux / Unix, SVN, GIT, etc. (Git and GitHub/Gitlab knowledge is a plus)",,,,,,,,
Callidus,Callidus Truecomp,,,,,,,,
Senior UX Designer,Sketch,,,,,,,,
"SAP Hana Lead consultant@ CA, CT, PA",SAP hana Modeling,,,,,,,,
"Sales Manager, National Accounts",Sales,,,,,,,,
QA Tester with Hadoop and Java,Hadoop QA Java,,,,,,,,
"Seeking an Interaction Designer in Mountain View, CA",interaction ux designer,,,,,,,,
Financial Analyst,"Experience as a finance business partner in digital media, content delivery, or film entertainment enterprises",,,,,,,,
Java Developer,"Java, Spring, FIT, Restful, web services",,,,,,,,
Business Process Consultant - Retail/Wholesale,"process improvement,As Is and To Be Processes, business process re-engineering, retail/wholesale industry exp......",,,,,,,,
"Network Engineer, Cisco Nexus Switching & Routing",IPSEC Cisco CCNA,,,,,,,,
Inventory Assistant,"excel,sql",,,,,,,,
Business Analyst Associate,"SAP, MS Access, MS Excel, Business Analyst,",,,,,,,,
Sr IT Telecom Project Manager-Fresno,IT PM,,,,,,,,
SAP Security Consultant - BW HANA,"HANA Security, BW Security",,,,,,,,
Network Administrator,"VOIP, Call Manager, Contact Center, Cisco, Voice Routers, SIP Phones, RTMT",,,,,,,,
IT & PCI Security Assessor,Security pci dss,,,,,,,,
Senior iOS Engineer,"Objective-C, Swift, iOS, REST web services, sound CS theory",,,,,,,,
Senior Systems Engineer,systems engineering automation equipment design,,,,,,,,
Marketing Specialist- Senior,Marketing coordinator OR Marketing Specialist,,,,,,,,
"Senior DevOps Engineer (Config, System Automation) - Foster City, CA","deploy, DevOps, Ansible, Chef, Puppet, CI, CentOS, RedHat, GIT, Maven, Gradle, Teamcity, Jenkins, EC2, AWS, Python, Bash, Tomcat, Weblogic, Java, JBoss, cloud, Docker, Virtualized, Oracle, Kanban, SQL",,,,,,,,
Sr. JavaScript Engineer,"software development, SQL, Java/Javascript/Python/Linux, advertising, communication skills",,,,,,,,
"Dev Ops Engineer, app management and deployment","AWS, VMware and Docker, Java app server admin, admin and tuning of Oracle DB, Linux Unix admin, monitoring tools",,,,,,,,
UI Engineer/Technical Lead,Software Engineer,,,,,,,,
iOS Developer,"iOS, Objective-C",,,,,,,,
Manager Hosted Service Delivery and Operations,"Red Hat Linux Administration and scripting, switching, routing, load balancing, HA, automation",,,,,,,,
RedSeal Consultant,"RedSeal, Baselines, Rapid7, Qualys",,,,,,,,
Foreign Exchange (FX ) Trading Project Manager,"project manager , Forgein exchange , banking",,,,,,,,
Devops Engineer/ Devops Manager/ Devops Lead (Locals in CA Preferred),"Chef, Puppet, Ruby, Rails, Docker",,,,,,,,
Data Base Professional,"ORACLE, PL/SQL, Data Modeling, , Unix, Windows",,,,,,,,
mongodb,"MongoDB,Oracle 11gR2/12c,SQL",,,,,,,,
Senior Business Analyst,"Business Analyst, QA, HIPPA, .NET, ASP.NET",,,,,,,,
SAP Basis Lead consultant,SAP Basis,,,,,,,,
Product Manager (intranet product / finance client),"SharePoint, Jive, WordPress, Drupal, SquareSpace, Lithium, Yammer, Slack",,,,,,,,
"Seeking a Java Backend Server SW for Global Cloud Team Mountain View,",JAVA LInux,,,,,,,,
Big Data Engineer,"""Hadoop"" ""Bigdata"" ""Big data"" ""hive""",,,,,,,,
"Hiring full time Java developer Sunnyvale, CA","Advanced java, Restful API's, Python, Perl, Digital Marketing & Advertisement domain knowledge would be value addition.",,,,,,,,
Anaplan Solution Architect / Consultant,"Anaplan Solution, Anaplan Support, Anaplan implementation, Anaplan, Anaplan, Anaplan, Anaplan, Anaplan",,,,,,,,
Desktop Support/Workstation Engineer,Desktop Support/Workstation Engineer,,,,,,,,
Project Manager - Lawson ERP,"Lawson ERP, Project Management",,,,,,,,
Sr. Software Engineer - Node.js - Leading Hospitality SaaS - San Fran,"Node.js, Javascript",,,,,,,,
Senior Technical Architect Account Focus,Architect,,,,,,,,
Full Stack Developer (contract),PHP / Python / C,,,,,,,,
Go/Golang Software Engineer,"Java, Go/Golang, and Python, Go/Golang, Go/Golang, Micro services",,,,,,,,
Senior Full Stack Developer,Null,,,,,,,,
Software Developer,".net, sql server",,,,,,,,
"Lead Splunk Engineer- WA, CA, TX, CO","Lead Splunk Engineer, Architect, Splunk, QOS,Splunk platforms,scripting,IT systems administration,TCP/IP and networking",,,,,,,,
Project Manager,"Project Manager, PMP, IT, Business, Documentation",,,,,,,,
Senior Software Engineer,"Ceph, HDFS , C , Linux kernel internals, especially block layer and filesystems",,,,,,,,
Sales Operations Project Manager,"5+ years of PM experience with sales operations, PMP",,,,,,,,
Sr Android Developer - Smart TV,"Android, App, Software, Mobile, SDK",,,,,,,,
Senior Project Manager,Project Management PMP,,,,,,,,
"Hardware Verification, System Verilog",Verification experience,,,,,,,,
Alfresco Expert,PM/Scrum Master/QA person with this experience.,,,,,,,,
.Net/Frontend Developer,"UI; .Net,Javascript;HTML",,,,,,,,
Network Engineer,"Firewalls, load balancing, routing, switching, cable modems, wireless",,,,,,,,
SSIS Develolper,"SSIS, SSRS, Agile, BI",,,,,,,,
Windows Desktop Support Engineer - SJ,Windows Desktop Support Active Directory,,,,,,,,
ASIC Verification Engineer,"""ASIC"",""SOC"", ""Verification"", ""SystemVerilog"", ""UVM""",,,,,,,,
Business Analyst (ecommerce),"Ecommerce, Retail",,,,,,,,
Video Process Engineer,"Expert knowledge of libavcodec, libavformat etc required.",,,,,,,,
Empower Administrator,"Empower3, LIMPS",,,,,,,,
Web Designer,"UI/UX mobile apps, interaction design, digital media design, fine arts, Adobe Creative Suite, Sketch, Invision, UI design",,,,,,,,
Senior Front End Web Developer - Full Time at Visa,"JavaScript, HTML5, CSS3, Bootstrap, AJAX, React, Angular, Ember, Backbone",,,,,,,,
QA Analyst,"SDLC, ALM, SQL, T-SQL, RedGate, Team Foundation Server, Visual Studio, .NET, XML, HTML, C#, ASP, UAT, SIT, IIS Administration, SQL 2008",,,,,,,,
Tech Lead-Full Stack,"Python, Ruby, Go, Clojure, Java, NoSQL-Database, SQL, JaveScript, Node,",,,,,,,,
C/C++ Programmer,Null,,,,,,,,
SQL Server Business Intelligence Developer,SSIS,,,,,,,,
Business Intelligence Developer,"Business intelligence, Analytics, DQM, Data modeling, Data management, Microsoft Power BI, Microsoft SQL Server, Microsoft SSRS, Microsoft SSAS, Data warehouse, ETL, Microsoft SSIS, Reporting",,,,,,,,
Epic Business Intelligence Developer,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer",,,,,,,,
Business Intelligence Developer,"Business Intelligence, Developer, Web, Business Objects, IT, SAP, Teradata",,,,,,,,
The Senior Business Intelligence Developer,"Business Intelligence, Developer, PL/SQL, Python, Data Warehouse, Management, Oracle, SAP, Informatica, Business Objects, Quality, Validation",,,,,,,,
Sr. Business Intelligence Developer,"Business Intelligence, Data WareHouse, SQL, ETL, Microstrategy, MSSQL databases, SSIS, Informatica, Alteryx, Tableau, Qlik, PowerBI, MSTR",,,,,,,,
"Sr Business Intelligence Developer, EPIC Certified","Analytics, BSC, Business acumen, Business analysis, Business intelligence, Communication skills, Computer science, Cubes, Data analysis, Data mining, Data warehouse, Database, Dimensional modeling, ETL, Engineering, Epic, Framework, MicroStrategy, Microsoft Power BI, Microsoft SSIS, Microsoft SSRS, OBIEE, OLAP, Problem solving, Reporting, SQL, Science, Specification, Technical writing, Troubleshooting, Unit testing",,,,,,,,
Sr. Business Intelligence Developer (100% Full Remote),"Agile, Business requirements, Consulting, DAX, Dashboard, Data integration, Data modeling, Data warehouse, Database, Microsoft Power BI, Microsoft SQL Server, Migration, PowerPivot, RDBMS, Reporting, Software development, Stored procedures, Transact-SQL, Transformation, Translation, Visualization, Upgrades",,,,,,,,
Business Intelligence Developer,"SSRS, SSIS, PowerBI",,,,,,,,
Data Warehouse and Business Intelligence Developer,Data Warehouse and Business Intelligence Developer,,,,,,,,
Business Intelligence Developer/Tableau & SQL,"Business Intelligence, Developer, SQL, IT, ISO",,,,,,,,
MS Business Intelligence Developer,"Business intelligence, Data modeling, Data warehouse, Microsoft BI, Microsoft Power BI, Microsoft SSAS, Microsoft SSIS, Microsoft SSRS",,,,,,,,
Business intelligence Programmer,"html5, programmer, fusion charts",,,,,,,,
Business Intelligence Developer,,,,,,,,,
Business Intelligence Developer,"Qlik Sense, Health care, SQL, Reporting",,,,,,,,
Business Intelligence Developer,"BI, SQL",,,,,,,,
Business Intelligence Developer,"MicroStrategy, BI, .net, C#, T-SQL, JSON",,,,,,,,
Epic Business Intelligence Developer - REMOTE WORK!,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer",,,,,,,,
Role : Business Intelligence developer / Cognos Developer,"IBM Cognos, Jira methodologies, Agile",,,,,,,,
Lead Application Developer,"Lead application developer, lead business intelligence Developer, lead reporting developer, pl/sql developer, application development manager. .net developer, software developer, oracle developer",,,,,,,,
Senior Application Software Engineer (Business Intelligence),"Application, Software, Engineers, Computer, SQL, Business Intelligence, Business Objects, Cognos, Oracle, SAS, UNIX, Teradata",,,,,,,,
Senior Data Engineer - Business Intelligence,"Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux",,,,,,,,
Business Intelligence Analyst,"Business intelligence, Data integrity, Microsoft Power BI, Dashboard, Analytics, SQL, Planning, IT, Database, Health care, non profit, decision support",,,,,,,,
Senior Business Intelligence Speciliast,"Strong problem determination and resolution skills, Takes the initiative to be productive and efficient, Excellent written and verbal communication, Strong presentation and interpersonal skills, Amazon Web Services, Attention to detail, Automation, Business analytics, SQL Azure, Snowflake, Tableau, UI, Microsoft SSIS, Microsoft Windows Azure, PL/SQL, Microsoft Power BI, Leadership, Database design, Data warehouse, Data architecture, Cloud, Business intelligence, QA, Problem solving, Systems analysis and design, Transact-SQL",,,,,,,,
Enterprise Business Intelligence Manager,"Data analytics, Enterprise data, Business Intelligence, Data Management, Reporting, Analytics, Roadmap, Management skills, Data Quality, Data security, Data strategy, Data roadmap, Design, Information Systems, IT, SQL, Microsoft SQL, SAP, SAP Business Objects, PowerBI, Cognos, Tableau, Teamwork, ETL, Data modeling",,,,,,,,
Business Intelligence Engineer,"Business Intelligence, Architect, Oracle, PLSQL, Informatica, SQL, Modeler, Management, Business Objects",,,,,,,,
Sr Business Intelligence Architect,"epic, IT management, Transact-SQL, Data warehouse architecture, Oracle, Microsoft SQL Server, Data warehouse, Clarity, Database, Business software, Microsoft SSAS, BI architecture, OLAP, MDM, Design architecture, QA, Mentorship, Analytics, CAN, COM, Project management, Microsoft SSRS, Health care, Microsoft SSIS, Crystal Reports, Dashboard, Meta-data management, Software, Data QA, Business Objects, SSAS, SQL Querying, Power BI, Sharepoint, Technical Architecture, business intelligence",,,,,,,,
Business Intelligence Specialist (Enterprise Data Analytics),"Actuary, Analytics, Business Objects, Business intelligence, Business operations, Business process, CAN, Computer, Computer science, Cross-functional, Cross-functional team, Crystal Reports, Dashboard, Data QA, Data analysis, Data marts, Data science, Data visualization, Data warehouse, Database, Decision support, Documentation, Economics, Education, Finance, Functional requirements, IMPACT, IT, Infrastructure, KPI, Leadership, Machine learning, Mathematics, Metrics, ODS, Office equipment, Operations, Problem solving, Property and casualty insurance, Python, R, Reporting, Root cause analysis, SQL, Software, Software development, Specification, Statistical models, Statistics, Supervision, System integration testing, Systems analysis and design, Systems design, Tableau, Training, WEBI, Workflow",,,,,,,,
"Data Architect, Business Intelligence (BI)","Business Objects, Business intelligence, Communication skills, Conceptual design, Crystal Reports, Cubes, Dashboard, Data architecture, Data flow, Data governance, Data integration, Data mapping, Data modeling, Data visualization, Data warehouse, Database, ETL, Education, Engineering, English, Epic, Evaluation, Hardware, Health care, Health care administration, IT, IT architecture, Implementation, Java, Leadership, Mapping, Metrics, Microsoft BI, Microsoft SQL Server, Microsoft SSIS, Migration, Optimization, Organizational skills, Predictive analytics, Presentations, Python, QA, Qlik Sense, R, RDBMS, Regulatory reporting, Reporting, SAS, SQL, Software, Software development, Spectrum, Tableau, Training, Use cases, Visualization, Writing, XML",,,,,,,,
Business Intelligence Analyst,"Accounting, Business intelligence, Analytics, Microsoft Access, KPI, Forecasting, Microsoft Excel, SQL, Data mining, Data analysis, Budget, Audit, Reporting, Microsoft Power BI, Project management",,,,,,,,
"Senior Data Engineer - Business Intelligence (Princeton, NJ)","Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux",,,,,,,,
Bus Info Consultant (Business Intelligence Consultant),"Consultant, SQL, SAS, Analyst",,,,,,,,
Business Intelligence Engineer: III (Tableau Developer),"SQL, Tableau, business intelligence, BI, Data wrangling",,,,,,,,
Data Warehouse Architect/Business Intelligence Architect,"Data Warehouse Architect, Business Intelligence Architect, MSBI architect",,,,,,,,
IT Business Intelligence (BI) Lead Project Analyst/Engineer,"IT, Business Intelligence, Project, Analyst, Engineer, Scientific, JavaScript, SQL, Computer, Engineering, SAS, DataStage, Crystal Reports, Business Objects, Java, SAP",,,,,,,,
Senior BI/QlikSense Engineer- Business Intelligence (Contract),"Engineer, Business Intelligence, Data Warehouse, SQL, Computer, Engineering, IBM, Cognos, Business Objects, API, Informatica, HTML, JavaScript, Programming, Java, Python",,,,,,,,
Senior ETL/ Informatica Engineer- Business Intelligence (Contract),"Informatica, Engineer, Business Intelligence, Data Warehouse, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux",,,,,,,,
"Senior Data Engineer - Business Intelligence (Princeton, NJ)","Engineer, Business Intelligence, Data Warehouse, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux",,,,,,,,
Senior ETL/Informatica Engineer - Business Intelligence (Contract),"Informatica, Engineer, Business Intelligence, Data Warehouse, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux",,,,,,,,
Senior Informatica Data Management Engineer - Business Intelligence (Contract),"Informatica, Management, Engineer, Business Intelligence, Engineering, Quality, Validation, SQL, Linux, UNIX, Programming, Python, Computer",,,,,,,,
Sr Tableau Developer/Business intelligence OR SME/ Lead Architect (Very Strong in SQL),"Tableau, Strong SQL, Datawarehouse",,,,,,,,
Senior Data Architect / Senior Business Intelligence Architect with Secret Clearance,"ETL, BI, Data Quality",,,,,,,,
Senior Business Intelligence (Tableau) Developer-Looking for W2,"sql, tableau, excel",,,,,,,,
IT Infrastructure Architect / IT Systems Engineer (Business Intelligence),"INFRASTRUCTURE, SYSTEMS INTEGRATION, NAS, ITIL, APACHE, J2EE, TABLEAU, POWER BI, QLIKVIEW, BUSINESS INTELLIGENCE",,,,,,,,
Business Intelligence (BI) Solution Architect with Microstrategy FULLTIME POSITION),"BI- Microstrategy, Tableau, SQL Server, Oracle, SSRS, Qlikview, Oracle Cloud Infrastructure, Erwin, OLTP, OLAP",,,,,,,,
Business Analyst /Quality Analyst (Data warehouse/business intelligence),"Business Analyst, Documenting business processes, quality analyst, UAT, data warehouse/business intelligence",,,,,,,,
"Business Intelligence Analyst (BIA) - Fort Myers, FL - PERM - W2 ONLY","excel, sql, bigquery",,,,,,,,
"BI -Business Intelligence - Reporting talent with strong experience in Actuate, reporting ,PLSQL and Actuate Migration to Magellan","Business Intelligence - Reporting talent with strong experience in Actuate, reporting, PLSQL and Actuate Migration to Magellan",,,,,,,,
Data Modeler / Oracle Business Intelligence BI Architect in New York,"QA, Automated testing, Microsoft SQL Server, SQL, Selenium WebDriver, Software development, TestNG, UFT, QTP, LoadRunner, Jmeter",,,,,,,,
Data Analytics Consultant (OR) Business Intelligence Consultant ( Local Candidates to Vermont Preferred),"Data Analytics, Business Intelligence",,,,,,,,
Federal - Threat Intelligence Analyst,"Security, Analyst, Business Intelligence, Analysis",,,,,,,,
Business Development Manager,"Development, Manager, Quality, Management, IT, Web, Business Intelligence, Adobe, Cisco, Developer, Supply Chain, Sales",,,,,,,,
Business Objects Developer,"Systems, Business Objects, Developer, Oracle, SAP, API, Security, Web, Windows, Business Intelligence, Apache, HTTP, PL/SQL, SQL, Scripts",,,,,,,,
Business Systems Analyst,"Systems, Analyst, Engineers, Business Intelligence, Metrics, IT, SQL",,,,,,,,
Senior Full Stack Developer,"Confluence, Jira, Continuous Delivery, Data Modeling, Data Warehousing, Requirements Gathering, ETL, Written Communication, Hadoop, Coaching and Developing, Business Intelligence, Software Development, Full Stack, Project Management, Big Data",,,,,,,,
RPA Developer,"Continual Improvement Process, SME, Business Analyst, ERP, Quality Assurance Testing, .Net, Application Development, HTML, User Acceptance Testing, Software Development, BPM, SQL, ERP Systems, Confluence, Prototype Design, Business Intelligence, Visual Basic, Microsoft Excel, Data Analytics, Java, Collaboration, DevOps",,,,,,,,
BI Developer,"Developer, API, IT, Adobe, Cisco, Business Intelligence, Programmer",,,,,,,,
Business Systems Analyst III- Innovation Product Management,"Systems, Analyst, Management, Software, Supply Chain, Engineering, UX, Sales, SQL, HTML, XML, Consulting, IT, Project, Engineers, QA, Network, Security, ERP, CRM, Business Intelligence, Web, Accounting",,,,,,,,
Entry Level Associate Data Scientist - CIC Monroe,"Azure, Data Structure, MATLAB, Amazon Web Services, JavaScript, Machine Learning, Java, IoT, Statistical Modeling, Predictive Modelling, Scripting, Big Data, SPSS, Scala, Python, Database Administration, Technical, Visualization, Data Analytics",,,,,,,,
Principal Data Scientist,"Computer, Physics, Python, SQL",,,,,,,,
Senior Data Scientist,"NLP, SQL, Python, Java, SAS, Computer, Research, Engineering, Automotive",,,,,,,,
Sr Data Scientist,"IT, Management, Systems, Security, SQL, Python, Visual Basic, Business Intelligence, Consulting, Recruiter",,,,,,,,
Senior Data Scientist - Insurance,"SAS, SQL, Python, Consultant",,,,,,,,
International Data Scientist,"SAS, SQL, Python, Java, Analyst",,,,,,,,
"Senior Data Scientist, Machine Learning","machine learning, random forest, biostatistics, Bayesian methods, predictive statistics, R, Python, applied mathematics, biomedical sciences, biology, medical informatics",,,,,,,,
Data Scientist - AI/ML,"Artificial Intelligence, SAS, Python, Engineering, Outlook, Excel, PowerPoint, SQL, Project, Engineers, Risk Management, Data Architecture, Data Mining, Modeling, Database, Access",,,,,,,,
Data Scientist with active TS/SCI Poly,"IT, Analyst, Computer, Engineering, Data Mining",,,,,,,,
Data Scientist,"Management, Engineers, Risk Management, Data Architecture, Data Mining, Modeling, Database, Access",,,,,,,,
Data Scientist with ML,"machine learning, python, statistics, data science",,,,,,,,
Data Scientist Chief,"Statistical Analysis, Modeling, Algorithm, Computer, Programming, Analysis, Systems, Data Mining, Business Intelligence, Security, IT",,,,,,,,
Data Scientist - Entry to Experienced Level,"Security, Development",,,,,,,,
Lead Data Scientist,"Algorithms, Roadmaps, Warehouse management, Supply chain management, Distribution",,,,,,,,
Data Scientist,"SQL, API, Python, Analyst, Web",,,,,,,,
Senior Data Scientist,"Computer, Engineering, SAS, Python",,,,,,,,
Data Scientist with Machine Learning (Senior) - TS/SCI with Poly,"IT, Engineering, Software, Engineers, Python, SQL",,,,,,,,
Senior Data Scientist,"Python, SAS, PL/SQL, ASP, .NET, SQL, Database",,,,,,,,
Data Scientist,"IT, NLP, Artificial Intelligence, Python, Java, Software, Engineers",,,,,,,,
Senior Data Scientist,"Analyst, SQL, Python, Java, Analytical, Defense Systems, IT, Access",,,,,,,,
Data Scientist,"Management, Network, IBM, SAS",,,,,,,,
Data Scientist,"Security, Artificial Intelligence, Systems, Manager",,,,,,,,
Data Scientist (Journeyman),"Java, Python, SQL, Oracle, Systems",,,,,,,,
Data Scientist,"Computer, Engineering, Physics, Python, Java, Web",,,,,,,,
Data Scientist,"Python, Aerospace, Engineering, Computer, Physics, Software, Development, Web",,,,,,,,
Data Scientist,"PySpark, R, MATLAB, statistics, Tableau, Jupyter, Vertica, Python, data visualization, data analysis, relational databases",,,,,,,,
Data Scientist,"Data science, Python, SQL, QlikView, RPA, Automation Anywhere, machine learning, Cloud, AWS, Azure",,,,,,,,
Data Scientist,"Data Science, Healthcare, Machine Learning",,,,,,,,
"Lead Data Scientist - NLP, Machine Learning","Hadoop/Spark/Hive, Quantitative Analysis, Python/R, SQL, Big Data Systems (Hadoop/Hive/Spark/) - Hadoop/Spark/Hive, Quantitative Analysis, Python/R, SQL, Big Data Systems (Hadoop/Hive/Spark/)",,,,,,,,
BI Data Scientist Lead,"8+ years data analytics and BI, SQL, Excel, Big Data, data visualization, hands on leadership",,,,,,,,
Principal Data Scientist,"Data Science, A/B testing, Python, SQL, Scripting, Data, Leadership",,,,,,,,
AI/ML Data Scientist,"SAP, ML, Data Science, Machine Learning, Analytics, BI, BW, Tableau",,,,,,,,
Sr. Data Scientist,"NLP, Python, SQL, Data science, Modeling, Natural language processing",,,,,,,,
Data Scientist Intern,"Apache Hadoop, Cassandra, Data Science, Graph theory, Machine Learning, Python, Research, Scala, SQL",,,,,,,,
Data scientist,"Random Forest, Boosting, Trees, text mining, social network analysis, etc. Experience querying databases SQL, etc. Experience creating and using advanced machine learning algorithms and statistics along with NLP: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. Knowledge on model risk management Support documentation - model development, model testing, Predictive modeling using R, NLP, SAS, Python, Matlab, SQL, pig, spark. Machine Learning and statistics",,,,,,,,
Lead Data Scientist/ Banking/ Digital Fraud,"Python, Libraries, SQL, Data Architecture",,,,,,,,
Data Scientist,"Machine learning, Data science, Python, SQL, data analytics",,,,,,,,
Data Scientist,"Data science, Machine learning, SQL, R, Python, Problem solving, Communication skills, Statistics",,,,,,,,
Data Scientist/AI/ML Subject Matter Expert,"NLP, ",,,,,,,,
Data Scientist - Electrical Energy,"Management, Engineering, Python",,,,,,,,
Data Scientist,"Analyst, Python, SQL, CTO, Analysis, Software, Development, SDLC, Computer, Artificial Intelligence, Web",,,,,,,,
Data Scientist,"Python, R, AWS",,,,,,,,
Data Scientist,"Development, Call Center, Research, Python, SQL",,,,,,,,
Data Scientist Credit and Risk Management,"Credit, Risk, R, Python, SAS",,,,,,,,
Sr Data Scientist,"Tableau, Power BI, Python, SQL, Excel",,,,,,,,
Data Scientist / Statistician - Buy Side,"Manager, CIO, Python, SQL",,,,,,,,
Lead Data Scientist - 100% Remote,Python,,,,,,,,
Senior Data Scientist / Media Company / Spark+Google Cloud Platform,"Python, SQL, IT",,,,,,,,
Data Scientist,Python,,,,,,,,
Data Scientist/ Analyst,"IT, Analyst, Performance, Security, System, Knowledge Management, Python, Java, Matlab, SQL, Management",,,,,,,,
Data Scientist,"Web, Interface, Physics, Computer, Python",,,,,,,,
Lead Data Scientist,"Python, R, AWS",,,,,,,,
Data Scientist,"Python, SQL",,,,,,,,
Data Scientist,"Security, Python, Java, SQL, Microsoft Excel, PowerPoint, Computer",,,,,,,,
Lead Data Scientist (live anywhere) - BHJOB2052_17177,"Degree, Scripting, SAS, R, eCommerce",,,,,,,,
Business Intelligence Analyst - Tiger Institute MU,"Business Intelligence, Analyst, Accounting, Supply Chain, Management, SQL",,,,,,,,
Business Intelligence Analyst,"BI, BUSINESS INTELLIGENCE, DATAWAREHOUSE, DATA WAREHOUSE, TABLEAU, BUSINESS INTELLIGENCE, PYTHON, SQL",,,,,,,,
Business Intelligence Analyst,"Business Intelligence, Analyst, Accounting, Supply Chain, Management",,,,,,,,
Senior Business Intelligence Analyst,"Business Intelligence, Analyst, SQL, Excel, MySQL, Desktop",,,,,,,,
Senior Business Intelligence Analyst,"Business Intelligence, Analyst, Consultant, Manager, SQL, Crystal Reports, IT",,,,,,,,
Business Intelligence Analyst,"Microsoft Power BI, Data visualization, relational databases, Python, R, JavaScript, AngularJS, Drupal, Communication skills, Computer engineering, Computer science, Business intelligence, Security clearance, Telecommuting",,,,,,,,
"Business Intelligence Analyst (Power BI, Report Writing, SSRS)","Power BI, Report Writing, Ssrs - Power BI, Report Writing, Ssrs",,,,,,,,
Business Intelligence Analyst,"Business Intelligence, Analyst, Project, SQL, Algorithms, Python, SAS",,,,,,,,
Business Intelligence Analyst,"Business Intelligence, Business Analyst, data warehousing, Tableau, Power BI, Hadoop, SQL, Business System Analyst, Data Visualization, project management",,,,,,,,
Business Intelligence Analyst,Active Secret Clearance,,,,,,,,
Sr. Business Intelligence (BI) Analyst,"Business Intelligence, Analyst, SAP, Business Objects, BW, Systems, Business Analyst, Testing, Web, Management, Sales, CRM, GIS, SQL, IT, Performance",,,,,,,,
Business Intelligence (BI) Analyst,"Business Intelligence, Analyst, Consultant, DBA, SQL, Architecture, Python, Oracle, IT",,,,,,,,
Business Intelligence Specialist,"Business Intelligence, Architect, Python, SQL, Engineering",,,,,,,,
Business Intelligence,"Business Intelligence, Consultant, Analyst, Developer, Computer, Engineering, Python, SQL, Data Analysis, Excel, VBA, Java, PHP, IT",,,,,,,,
BUSINESS INTELLIGENCE MANAGER,"Business Intelligence, Manager, IT, Sales, Computer, Data Warehouse, Management, Database, Engineer, Analyst, Systems",,,,,,,,
Senior BI/QlikSense Engineer- Business Intelligence (Contract),"Data Warehouse, Business Intelligence, SQL, Computer, Engineering, IBM, Cognos, Business Objects, API, Informatica, HTML, JavaScript, Programming, Java, Python",,,,,,,,
Cyber Risk Fusion Threat Intelligence Analyst,"Security, Analyst, Research, Computer, TCP, IP, HTTP, Recruiter",,,,,,,,
Intelligence Analyst,"open source intelligence, analysis, research, investigate, Threat analysis, Security operations, Risk management, Collaboration",,,,,,,,
ALL SOURCE INTELLIGENCE ANALYST II,"Analyst, Security, Python, SQL, IT, Systems, CISSP, Management, Software",,,,,,,,
Senior Cyber Intelligence Analyst,"Analyst, Security, Computer, Excel, PowerPoint, IT, Analysis, Development",,,,,,,,
Principal Cyber Intelligence Analyst,"Analyst, Security, IT",,,,,,,,
Senior Cyberspace Intelligence Analyst,"Analyst, Security, IT",,,,,,,,
Digital Network Intelligence Analyst TS/SCI wPOLY,"Network, Analyst, Analysis, BASIC, Access",,,,,,,,
Digital Network Intelligence Analyst,"Network, Analyst, Analysis, BASIC, Access",,,,,,,,
Senior Cyber Security Threat Intelligence Analyst,"Intrusion detection, cyber investigations and analysis, forensics, PenTest, Network, Security, CEH, Windows Operating System",,,,,,,,
Security Fraud Intelligence Analysts,Security Fraud Intelligence Analysts,,,,,,,,
